sku,label,label_id,r_j,p_vigente,p_en_riesgo,p_obsoleto,label_pred,correct
B0FP5B6R9H,EN_RIESGO,1,0.72272,0.174309,0.102971,0.72272,OBSOLETO,0
154123264,EN_RIESGO,1,0.1342,0.082006,0.783794,0.1342,EN_RIESGO,1
B0GRCHBPYQ,EN_RIESGO,1,0.738521,0.127049,0.13443,0.738521,OBSOLETO,0
B0H5CKMXHJ,VIGENTE,0,0.00073,0.998734,0.000535,0.00073,VIGENTE,1
2694588,OBSOLETO,2,0.14746,0.799759,0.052781,0.14746,VIGENTE,0
v1|389764313733|0,EN_RIESGO,1,0.031117,0.025317,0.943566,0.031117,EN_RIESGO,1
v1|117293662940|0,EN_RIESGO,1,0.000917,7e-05,0.999012,0.000917,EN_RIESGO,1
3256810173772372,OBSOLETO,2,0.997119,0.001714,0.001167,0.997119,OBSOLETO,1
142771744,VIGENTE,0,0.099071,0.406457,0.494473,0.099071,EN_RIESGO,0
3256807268001409,OBSOLETO,2,0.985025,0.00376,0.011215,0.985025,OBSOLETO,1
v1|197367028551|0,OBSOLETO,2,0.394371,0.129084,0.476544,0.394371,EN_RIESGO,0
155252533,VIGENTE,0,0.004582,0.99293,0.002488,0.004582,VIGENTE,1
155200955,VIGENTE,0,0.002829,0.995313,0.001858,0.002829,VIGENTE,1
v1|327250408809|0,EN_RIESGO,1,0.089377,0.030283,0.88034,0.089377,EN_RIESGO,1
,OBSOLETO,2,0.999994,4e-06,2e-06,0.999994,OBSOLETO,1
152190007,VIGENTE,0,0.191991,0.756651,0.051358,0.191991,VIGENTE,1
152448349,EN_RIESGO,1,0.808622,0.103331,0.088047,0.808622,OBSOLETO,0
v1|398159157582|0,VIGENTE,0,0.001502,0.996938,0.00156,0.001502,VIGENTE,1
,OBSOLETO,2,0.01713,0.003056,0.979815,0.01713,EN_RIESGO,0
,OBSOLETO,2,0.160289,0.745082,0.094629,0.160289,VIGENTE,0
154327273,VIGENTE,0,0.096723,0.864148,0.039129,0.096723,VIGENTE,1
153277721,VIGENTE,0,0.00593,0.989431,0.004639,0.00593,VIGENTE,1
155252533,VIGENTE,0,0.018736,0.967367,0.013897,0.018736,VIGENTE,1
v1|127831476599|0,OBSOLETO,2,0.067866,0.039736,0.892398,0.067866,EN_RIESGO,0
140972977,EN_RIESGO,1,0.84922,0.079376,0.071405,0.84922,OBSOLETO,0
141162537,OBSOLETO,2,0.011553,0.001466,0.986981,0.011553,EN_RIESGO,0
3256809838517155,OBSOLETO,2,0.999791,0.000141,6.8e-05,0.999791,OBSOLETO,1
153095586,EN_RIESGO,1,0.069096,0.081434,0.84947,0.069096,EN_RIESGO,1
155000915,VIGENTE,0,0.008594,0.985148,0.006257,0.008594,VIGENTE,1
B0F6L84VNS,EN_RIESGO,1,0.073382,0.028489,0.898129,0.073382,EN_RIESGO,1
B0H13QCVJR,EN_RIESGO,1,0.002238,0.00031,0.997452,0.002238,EN_RIESGO,1
B0GJSFFLXZ,EN_RIESGO,1,0.872635,0.092693,0.034672,0.872635,OBSOLETO,0
v1|336130961309|0,VIGENTE,0,0.00033,0.999396,0.000275,0.00033,VIGENTE,1
139030683,OBSOLETO,2,0.246546,0.679297,0.074157,0.246546,VIGENTE,0
152189967,VIGENTE,0,0.024628,0.952401,0.022971,0.024628,VIGENTE,1
v1|296722931654|0,VIGENTE,0,0.000364,0.999309,0.000327,0.000364,VIGENTE,1
v1|254219753793|553607618438,OBSOLETO,2,0.011113,0.002362,0.986524,0.011113,EN_RIESGO,0
B0GK8NJ4RW,VIGENTE,0,0.02573,0.951742,0.022528,0.02573,VIGENTE,1
152452903,VIGENTE,0,0.000602,0.998971,0.000427,0.000602,VIGENTE,1
B0D1KN79NN,EN_RIESGO,1,0.227174,0.064229,0.708598,0.227174,EN_RIESGO,1
151847634,VIGENTE,0,0.003794,0.993358,0.002847,0.003794,VIGENTE,1
154329363,VIGENTE,0,0.775048,0.222684,0.002267,0.775048,OBSOLETO,0
v1|117134497063|0,VIGENTE,0,0.030546,0.940181,0.029273,0.030546,VIGENTE,1
152118334,VIGENTE,0,0.000454,0.999196,0.00035,0.000454,VIGENTE,1
v1|377333704523|0,EN_RIESGO,1,0.005041,0.001138,0.993821,0.005041,EN_RIESGO,1
v1|397949260006|0,EN_RIESGO,1,0.006511,0.004383,0.989106,0.006511,EN_RIESGO,1
147515856,OBSOLETO,2,0.999985,8e-06,7e-06,0.999985,OBSOLETO,1
148518993,VIGENTE,0,0.010679,0.975193,0.014128,0.010679,VIGENTE,1
3256805434942373,OBSOLETO,2,0.09565,0.121873,0.782477,0.09565,EN_RIESGO,0
v1|257602965068|0,EN_RIESGO,1,0.009312,0.001237,0.989451,0.009312,EN_RIESGO,1
,EN_RIESGO,1,0.99486,0.003255,0.001885,0.99486,OBSOLETO,0
3256808061786814,OBSOLETO,2,0.999999,1e-06,0.0,0.999999,OBSOLETO,1
B0H1JNLST2,VIGENTE,0,0.000316,0.999427,0.000256,0.000316,VIGENTE,1
153982632,OBSOLETO,2,0.999772,0.000147,8.1e-05,0.999772,OBSOLETO,1
152004679,VIGENTE,0,0.003236,0.995342,0.001423,0.003236,VIGENTE,1
152148723,OBSOLETO,2,0.850255,0.063163,0.086583,0.850255,OBSOLETO,1
,EN_RIESGO,1,0.001549,0.000169,0.998282,0.001549,EN_RIESGO,1
152004737,VIGENTE,0,0.000702,0.99881,0.000488,0.000702,VIGENTE,1
,OBSOLETO,2,0.995903,0.00245,0.001647,0.995903,OBSOLETO,1
3256808544559836,EN_RIESGO,1,0.074305,0.065165,0.860529,0.074305,EN_RIESGO,1
v1|298423101922|0,VIGENTE,0,0.001056,0.99776,0.001183,0.001056,VIGENTE,1
153727074,VIGENTE,0,0.030268,0.955683,0.014049,0.030268,VIGENTE,1
151124591,VIGENTE,0,0.184687,0.798955,0.016357,0.184687,VIGENTE,1
154798944,VIGENTE,0,0.001076,0.998152,0.000772,0.001076,VIGENTE,1
154327333,VIGENTE,0,0.013112,0.981051,0.005837,0.013112,VIGENTE,1
B0H2H4B1GX,EN_RIESGO,1,0.90815,0.054854,0.036996,0.90815,OBSOLETO,0
B0BLJHWVS3,EN_RIESGO,1,0.012027,0.005095,0.982878,0.012027,EN_RIESGO,1
,EN_RIESGO,1,0.002076,0.000131,0.997793,0.002076,EN_RIESGO,1
v1|267726095121|0,EN_RIESGO,1,0.009078,0.002038,0.988884,0.009078,EN_RIESGO,1
v1|397981223784|0,VIGENTE,0,0.000637,0.998794,0.000569,0.000637,VIGENTE,1
151971401,EN_RIESGO,1,0.158718,0.011258,0.830024,0.158718,EN_RIESGO,1
,OBSOLETO,2,0.99808,0.001048,0.000873,0.99808,OBSOLETO,1
,OBSOLETO,2,0.196743,0.13216,0.671097,0.196743,EN_RIESGO,0
131614801,EN_RIESGO,1,0.002506,0.000964,0.996529,0.002506,EN_RIESGO,1
152189901,VIGENTE,0,0.016584,0.979276,0.00414,0.016584,VIGENTE,1
v1|257547167748|0,VIGENTE,0,0.003274,0.994228,0.002498,0.003274,VIGENTE,1
v1|146753130552|445373540695,OBSOLETO,2,0.026632,0.00506,0.968307,0.026632,EN_RIESGO,0
,OBSOLETO,2,0.008382,0.000245,0.991374,0.008382,EN_RIESGO,0
138182836,OBSOLETO,2,0.970548,0.008605,0.020846,0.970548,OBSOLETO,1
20001048096,OBSOLETO,2,0.999428,0.000397,0.000175,0.999428,OBSOLETO,1
149072661,EN_RIESGO,1,0.042246,0.013423,0.944331,0.042246,EN_RIESGO,1
152398844,EN_RIESGO,1,0.990843,0.005638,0.003518,0.990843,OBSOLETO,0
v1|178314120076|0,VIGENTE,0,0.004082,0.991759,0.004159,0.004082,VIGENTE,1
v1|318551795798|0,EN_RIESGO,1,0.011177,0.002603,0.98622,0.011177,EN_RIESGO,1
3256808219783139,OBSOLETO,2,0.993835,0.003007,0.003157,0.993835,OBSOLETO,1
152676132,VIGENTE,0,0.005241,0.993326,0.001433,0.005241,VIGENTE,1
20001239884,OBSOLETO,2,0.999989,8e-06,3e-06,0.999989,OBSOLETO,1
152136727,EN_RIESGO,1,0.997503,0.001566,0.000931,0.997503,OBSOLETO,0
20001290948,OBSOLETO,2,0.998279,0.001148,0.000573,0.998279,OBSOLETO,1
115654249,OBSOLETO,2,0.838405,0.066571,0.095024,0.838405,OBSOLETO,1
B0GR4S7BYH,VIGENTE,0,0.000445,0.999299,0.000257,0.000445,VIGENTE,1
v1|315777536836|0,EN_RIESGO,1,0.001549,0.000169,0.998282,0.001549,EN_RIESGO,1
3256808219970860,OBSOLETO,2,0.999295,0.000458,0.000247,0.999295,OBSOLETO,1
154898853,EN_RIESGO,1,0.008104,0.004523,0.987373,0.008104,EN_RIESGO,1
115753470,EN_RIESGO,1,0.26621,0.51766,0.21613,0.26621,VIGENTE,0
v1|236673994993|0,VIGENTE,0,0.034379,0.939029,0.026593,0.034379,VIGENTE,1
150164755,OBSOLETO,2,0.99991,6e-05,3e-05,0.99991,OBSOLETO,1
v1|227415120461|0,OBSOLETO,2,0.103129,0.039505,0.857366,0.103129,EN_RIESGO,0
B0DPFCNKTC,VIGENTE,0,0.078333,0.915629,0.006038,0.078333,VIGENTE,1
B0DJQB48JQ,EN_RIESGO,1,0.63031,0.305131,0.064558,0.63031,OBSOLETO,0
3256806819970338,OBSOLETO,2,0.954343,0.0225,0.023157,0.954343,OBSOLETO,1
155177007,VIGENTE,0,0.000125,0.999821,5.4e-05,0.000125,VIGENTE,1
v1|188520561521|0,VIGENTE,0,0.001852,0.996601,0.001548,0.001852,VIGENTE,1
v1|406856150140|0,EN_RIESGO,1,0.003148,0.000553,0.996299,0.003148,EN_RIESGO,1
B0FP5B6R9H,EN_RIESGO,1,0.72272,0.174309,0.102971,0.72272,OBSOLETO,0
151131220,VIGENTE,0,0.14299,0.832646,0.024364,0.14299,VIGENTE,1
133624219,EN_RIESGO,1,0.016447,0.019633,0.963921,0.016447,EN_RIESGO,1
142687863,VIGENTE,0,0.00288,0.995522,0.001599,0.00288,VIGENTE,1
152004727,VIGENTE,0,0.000786,0.998775,0.000439,0.000786,VIGENTE,1
v1|404915914024|0,EN_RIESGO,1,0.003367,0.00057,0.996062,0.003367,EN_RIESGO,1
123404884,OBSOLETO,2,0.762375,0.179496,0.058128,0.762375,OBSOLETO,1
155621554,VIGENTE,0,0.003568,0.99371,0.002722,0.003568,VIGENTE,1
142106687,OBSOLETO,2,0.216587,0.064318,0.719095,0.216587,EN_RIESGO,0
140685392,OBSOLETO,2,0.918401,0.00958,0.072019,0.918401,OBSOLETO,1
v1|127701180693|0,VIGENTE,0,0.146797,0.763185,0.090018,0.146797,VIGENTE,1
,OBSOLETO,2,0.011113,0.002362,0.986524,0.011113,EN_RIESGO,0
153278043,VIGENTE,0,0.010783,0.98043,0.008786,0.010783,VIGENTE,1
151760767,VIGENTE,0,0.000365,0.9994,0.000235,0.000365,VIGENTE,1
150685040,EN_RIESGO,1,0.079608,0.088663,0.831729,0.079608,EN_RIESGO,1
133734256,EN_RIESGO,1,0.098121,0.135611,0.766268,0.098121,EN_RIESGO,1
139947752,OBSOLETO,2,0.834912,0.100015,0.065073,0.834912,OBSOLETO,1
155672213,EN_RIESGO,1,0.024175,0.041822,0.934003,0.024175,EN_RIESGO,1
v1|397962820633|0,VIGENTE,0,0.002647,0.994866,0.002487,0.002647,VIGENTE,1
145910398,EN_RIESGO,1,0.591567,0.183911,0.224522,0.591567,OBSOLETO,0
135576373,EN_RIESGO,1,0.980135,0.014099,0.005766,0.980135,OBSOLETO,0
3256810304804149,OBSOLETO,2,0.816845,0.069037,0.114117,0.816845,OBSOLETO,1
B0F6L84VNS,EN_RIESGO,1,0.073382,0.028489,0.898129,0.073382,EN_RIESGO,1
155621312,VIGENTE,0,0.002512,0.995573,0.001915,0.002512,VIGENTE,1
v1|147376211992|0,VIGENTE,0,0.001283,0.997836,0.000881,0.001283,VIGENTE,1
151841706,VIGENTE,0,0.000518,0.999132,0.00035,0.000518,VIGENTE,1
152177318,OBSOLETO,2,0.998581,0.000796,0.000623,0.998581,OBSOLETO,1
147475216,EN_RIESGO,1,0.426564,0.273167,0.300269,0.426564,OBSOLETO,0
143674021,EN_RIESGO,1,0.920431,0.043217,0.036351,0.920431,OBSOLETO,0
142797312,EN_RIESGO,1,0.991562,0.00508,0.003358,0.991562,OBSOLETO,0
153233355,VIGENTE,0,0.004519,0.992861,0.00262,0.004519,VIGENTE,1
155429796,VIGENTE,0,0.010057,0.980595,0.009348,0.010057,VIGENTE,1
143360711,VIGENTE,0,0.133725,0.720126,0.146149,0.133725,VIGENTE,1
v1|206379816723|0,EN_RIESGO,1,0.054042,0.049358,0.8966,0.054042,EN_RIESGO,1
,EN_RIESGO,1,0.148567,0.086231,0.765201,0.148567,EN_RIESGO,1
v1|127902107224|0,OBSOLETO,2,0.114132,0.085969,0.799899,0.114132,EN_RIESGO,0
20001240913,OBSOLETO,2,0.999954,3.2e-05,1.3e-05,0.999954,OBSOLETO,1
B0D8VFCCK5,EN_RIESGO,1,0.023514,0.014114,0.962371,0.023514,EN_RIESGO,1
v1|397833127346|0,OBSOLETO,2,0.757669,0.073106,0.169224,0.757669,OBSOLETO,1
,OBSOLETO,2,0.999979,1.4e-05,6e-06,0.999979,OBSOLETO,1
v1|284338406755|0,OBSOLETO,2,0.911312,0.046123,0.042565,0.911312,OBSOLETO,1
v1|326456592876|0,VIGENTE,0,0.030626,0.022154,0.94722,0.030626,EN_RIESGO,0
3256808943033114,OBSOLETO,2,0.996489,0.002267,0.001244,0.996489,OBSOLETO,1
3256809744455796,OBSOLETO,2,0.999867,9.2e-05,4.1e-05,0.999867,OBSOLETO,1
v1|197367028551|0,OBSOLETO,2,0.394371,0.129084,0.476544,0.394371,EN_RIESGO,0
154798948,VIGENTE,0,0.001966,0.997199,0.000835,0.001966,VIGENTE,1
127209126,EN_RIESGO,1,0.011044,0.010736,0.97822,0.011044,EN_RIESGO,1
132116509,OBSOLETO,2,0.99999,7e-06,3e-06,0.99999,OBSOLETO,1
152452903,VIGENTE,0,0.001951,0.996441,0.001608,0.001951,VIGENTE,1
3256811988074139,OBSOLETO,2,0.97623,0.013543,0.010228,0.97623,OBSOLETO,1
152455121,VIGENTE,0,0.002776,0.99599,0.001234,0.002776,VIGENTE,1
152491285,EN_RIESGO,1,0.999078,0.000567,0.000355,0.999078,OBSOLETO,0
152116194,VIGENTE,0,0.001621,0.997118,0.001261,0.001621,VIGENTE,1
,OBSOLETO,2,0.037223,0.013563,0.949215,0.037223,EN_RIESGO,0
v1|306264082842|0,EN_RIESGO,1,0.032554,0.015124,0.952322,0.032554,EN_RIESGO,1
,OBSOLETO,2,0.999164,0.000572,0.000264,0.999164,OBSOLETO,1
v1|117293662940|0,EN_RIESGO,1,0.000917,7e-05,0.999012,0.000917,EN_RIESGO,1
152136727,EN_RIESGO,1,0.999532,0.000297,0.000171,0.999532,OBSOLETO,0
154327535,VIGENTE,0,0.021052,0.964284,0.014664,0.021052,VIGENTE,1
149134729,VIGENTE,0,0.047892,0.795916,0.156192,0.047892,VIGENTE,1
v1|277338647324|0,EN_RIESGO,1,0.026721,0.008653,0.964626,0.026721,EN_RIESGO,1
121147007,EN_RIESGO,1,0.97575,0.014488,0.009762,0.97575,OBSOLETO,0
151431987,VIGENTE,0,0.004473,0.992997,0.002529,0.004473,VIGENTE,1
B07RVCM8K7,OBSOLETO,2,0.101146,0.825874,0.07298,0.101146,VIGENTE,0
152148757,OBSOLETO,2,0.942091,0.031143,0.026766,0.942091,OBSOLETO,1
148642657,VIGENTE,0,0.02049,0.904383,0.075127,0.02049,VIGENTE,1
153864200,OBSOLETO,2,0.968142,0.015876,0.015981,0.968142,OBSOLETO,1
,OBSOLETO,2,0.509112,0.138168,0.35272,0.509112,OBSOLETO,1
v1|206310198292|0,EN_RIESGO,1,0.010849,0.003129,0.986022,0.010849,EN_RIESGO,1
152117872,VIGENTE,0,0.000334,0.999438,0.000228,0.000334,VIGENTE,1
,OBSOLETO,2,0.027319,0.009403,0.963278,0.027319,EN_RIESGO,0
v1|136947874250|0,EN_RIESGO,1,0.000761,8.6e-05,0.999153,0.000761,EN_RIESGO,1
v1|227415120461|0,OBSOLETO,2,0.103129,0.039505,0.857366,0.103129,EN_RIESGO,0
139583883,EN_RIESGO,1,0.997338,0.00156,0.001102,0.997338,OBSOLETO,0
153226277,VIGENTE,0,0.015931,0.967586,0.016483,0.015931,VIGENTE,1
3256808193859180,EN_RIESGO,1,0.007984,0.005218,0.986799,0.007984,EN_RIESGO,1
v1|227431671267|0,VIGENTE,0,0.077817,0.615026,0.307156,0.077817,VIGENTE,1
,OBSOLETO,2,0.964344,0.02099,0.014666,0.964344,OBSOLETO,1
v1|236374823048|0,EN_RIESGO,1,0.014217,0.001486,0.984297,0.014217,EN_RIESGO,1
139542436,OBSOLETO,2,0.053872,0.901266,0.044862,0.053872,VIGENTE,0
148642657,VIGENTE,0,0.018146,0.948563,0.033291,0.018146,VIGENTE,1
155252357,VIGENTE,0,0.00232,0.996796,0.000884,0.00232,VIGENTE,1
155685236,VIGENTE,0,0.0016,0.99731,0.00109,0.0016,VIGENTE,1
v1|267720775425|0,OBSOLETO,2,0.043705,0.017633,0.938662,0.043705,EN_RIESGO,0
152881460,EN_RIESGO,1,0.998387,0.00097,0.000642,0.998387,OBSOLETO,0
131614801,EN_RIESGO,1,0.001798,0.000647,0.997555,0.001798,EN_RIESGO,1
148453429,VIGENTE,0,0.00101,0.99833,0.000661,0.00101,VIGENTE,1
3256809841111938,EN_RIESGO,1,0.029047,0.013626,0.957327,0.029047,EN_RIESGO,1
152398846,EN_RIESGO,1,0.252005,0.65337,0.094625,0.252005,VIGENTE,0
v1|178275913569|0,VIGENTE,0,0.004002,0.99255,0.003448,0.004002,VIGENTE,1
,EN_RIESGO,1,0.000432,4.3e-05,0.999525,0.000432,EN_RIESGO,1
3256810334331346,OBSOLETO,2,0.999749,0.00017,8.1e-05,0.999749,OBSOLETO,1
154326812,VIGENTE,0,0.197211,0.792404,0.010384,0.197211,VIGENTE,1
20001239889,OBSOLETO,2,0.999997,2e-06,1e-06,0.999997,OBSOLETO,1
152189853,VIGENTE,0,0.315157,0.60864,0.076204,0.315157,VIGENTE,1
B0H2GC62FR,VIGENTE,0,0.001729,0.996987,0.001284,0.001729,VIGENTE,1
v1|136318517492|0,EN_RIESGO,1,0.002102,6.6e-05,0.997832,0.002102,EN_RIESGO,1
B0DPY1CVK4,EN_RIESGO,1,0.024185,0.016835,0.95898,0.024185,EN_RIESGO,1
143360626,VIGENTE,0,0.133725,0.720126,0.146149,0.133725,VIGENTE,1
,OBSOLETO,2,0.987715,0.00492,0.007365,0.987715,OBSOLETO,1
133734262,EN_RIESGO,1,0.061174,0.078288,0.860538,0.061174,EN_RIESGO,1
v1|376691658886|0,EN_RIESGO,1,0.00125,9.7e-05,0.998652,0.00125,EN_RIESGO,1
152148757,OBSOLETO,2,0.975416,0.013745,0.010839,0.975416,OBSOLETO,1
,OBSOLETO,2,0.067866,0.039736,0.892398,0.067866,EN_RIESGO,0
143360641,VIGENTE,0,0.095092,0.601213,0.303695,0.095092,VIGENTE,1
152138812,OBSOLETO,2,0.804012,0.025102,0.170885,0.804012,OBSOLETO,1
v1|127902107224|0,OBSOLETO,2,0.114132,0.085969,0.799899,0.114132,EN_RIESGO,0
v1|236900822161|0,EN_RIESGO,1,0.00267,9.4e-05,0.997236,0.00267,EN_RIESGO,1
B0D1K9H3H6,EN_RIESGO,1,0.007187,0.002574,0.990239,0.007187,EN_RIESGO,1
B07MMD4DDJ,OBSOLETO,2,0.015495,0.00575,0.978756,0.015495,EN_RIESGO,0
v1|178275913569|0,VIGENTE,0,0.004002,0.99255,0.003448,0.004002,VIGENTE,1
151092634,VIGENTE,0,0.067213,0.882967,0.04982,0.067213,VIGENTE,1
153226150,VIGENTE,0,0.003842,0.992781,0.003376,0.003842,VIGENTE,1
v1|327110775702|0,VIGENTE,0,0.053782,0.919928,0.02629,0.053782,VIGENTE,1
v1|396723951897|0,EN_RIESGO,1,0.024662,0.003049,0.972289,0.024662,EN_RIESGO,1
v1|188258944183|0,OBSOLETO,2,0.322745,0.113964,0.563291,0.322745,EN_RIESGO,0
151367828,EN_RIESGO,1,0.679464,0.141562,0.178974,0.679464,OBSOLETO,0
152911953,EN_RIESGO,1,0.998711,0.000835,0.000454,0.998711,OBSOLETO,0
v1|167004388989|0,VIGENTE,0,0.001548,0.996936,0.001517,0.001548,VIGENTE,1
154379353,OBSOLETO,2,0.615993,0.286674,0.097333,0.615993,OBSOLETO,1
152912823,EN_RIESGO,1,0.935199,0.037075,0.027726,0.935199,OBSOLETO,0
152189965,VIGENTE,0,0.099674,0.712854,0.187472,0.099674,VIGENTE,1
151066367,VIGENTE,0,0.038719,0.928328,0.032953,0.038719,VIGENTE,1
v1|137456478446|0,OBSOLETO,2,0.015656,0.004051,0.980293,0.015656,EN_RIESGO,0
B0H57YL8S4,EN_RIESGO,1,0.020005,0.022155,0.95784,0.020005,EN_RIESGO,1
155200955,VIGENTE,0,0.008743,0.986138,0.005119,0.008743,VIGENTE,1
,EN_RIESGO,1,0.005041,0.001138,0.993821,0.005041,EN_RIESGO,1
B0FGJ73VRL,EN_RIESGO,1,0.032969,0.016015,0.951016,0.032969,EN_RIESGO,1
3256807143981764,OBSOLETO,2,0.994371,0.003482,0.002147,0.994371,OBSOLETO,1
B0F928KVJ6,VIGENTE,0,0.002768,0.996322,0.00091,0.002768,VIGENTE,1
v1|327218823156|0,VIGENTE,0,0.040912,0.927857,0.031231,0.040912,VIGENTE,1
B0BRQSWSFQ,EN_RIESGO,1,0.016427,0.010223,0.97335,0.016427,EN_RIESGO,1
144296282,VIGENTE,0,0.047359,0.807477,0.145164,0.047359,VIGENTE,1
151780145,EN_RIESGO,1,0.007568,0.000852,0.99158,0.007568,EN_RIESGO,1
,OBSOLETO,2,0.426182,0.372591,0.201227,0.426182,OBSOLETO,1
152843188,VIGENTE,0,0.001591,0.997404,0.001005,0.001591,VIGENTE,1
20001290944,OBSOLETO,2,0.990912,0.006081,0.003006,0.990912,OBSOLETO,1
v1|267673712098|0,VIGENTE,0,0.221344,0.721785,0.05687,0.221344,VIGENTE,1
B0GLPHH6JD,OBSOLETO,2,0.218494,0.072542,0.708964,0.218494,EN_RIESGO,0
152881460,EN_RIESGO,1,0.99689,0.001856,0.001254,0.99689,OBSOLETO,0
153727776,VIGENTE,0,0.000561,0.999091,0.000348,0.000561,VIGENTE,1
v1|127569385813|0,VIGENTE,0,0.420344,0.531384,0.048273,0.420344,VIGENTE,1
B0DV3C5HQH,EN_RIESGO,1,0.783832,0.111773,0.104395,0.783832,OBSOLETO,0
152190003,VIGENTE,0,0.010436,0.981521,0.008043,0.010436,VIGENTE,1
148642681,VIGENTE,0,0.010032,0.986355,0.003614,0.010032,VIGENTE,1
3256807143938791,OBSOLETO,2,0.996804,0.002024,0.001172,0.996804,OBSOLETO,1
,EN_RIESGO,1,0.99991,6.2e-05,2.8e-05,0.99991,OBSOLETO,0
133869627,EN_RIESGO,1,0.010234,0.010144,0.979622,0.010234,EN_RIESGO,1
B0DP66HG7W,VIGENTE,0,0.076965,0.91065,0.012385,0.076965,VIGENTE,1
152116043,EN_RIESGO,1,0.128516,0.774424,0.097059,0.128516,VIGENTE,0
124228803,OBSOLETO,2,0.819638,0.101661,0.078701,0.819638,OBSOLETO,1
154401788,OBSOLETO,2,0.852916,0.10155,0.045534,0.852916,OBSOLETO,1
v1|267726095121|0,EN_RIESGO,1,0.009078,0.002038,0.988884,0.009078,EN_RIESGO,1
,OBSOLETO,2,0.949178,0.030232,0.02059,0.949178,OBSOLETO,1
v1|306438353997|0,OBSOLETO,2,0.718449,0.078628,0.202924,0.718449,OBSOLETO,1
140685392,OBSOLETO,2,0.998715,0.000557,0.000728,0.998715,OBSOLETO,1
v1|405465954818|0,EN_RIESGO,1,0.005369,0.000855,0.993776,0.005369,EN_RIESGO,1
152925549,EN_RIESGO,1,0.487321,0.294386,0.218293,0.487321,OBSOLETO,0
154798944,VIGENTE,0,0.000605,0.99907,0.000326,0.000605,VIGENTE,1
154799342,EN_RIESGO,1,0.069204,0.87545,0.055346,0.069204,VIGENTE,0
151840500,VIGENTE,0,0.559891,0.360627,0.079482,0.559891,OBSOLETO,0
B07KMDKM6P,OBSOLETO,2,0.076692,0.06004,0.863268,0.076692,EN_RIESGO,0
150572227,OBSOLETO,2,0.999993,5e-06,2e-06,0.999993,OBSOLETO,1
121831763,OBSOLETO,2,0.07618,0.008829,0.914991,0.07618,EN_RIESGO,0
,OBSOLETO,2,0.996646,0.002135,0.001219,0.996646,OBSOLETO,1
v1|336653181114|0,VIGENTE,0,0.003903,0.993396,0.002702,0.003903,VIGENTE,1
154799342,EN_RIESGO,1,0.195773,0.163685,0.640542,0.195773,EN_RIESGO,1
B0B9C4DKKG,EN_RIESGO,1,0.603679,0.349605,0.046716,0.603679,OBSOLETO,0
144589080,OBSOLETO,2,0.976992,0.011586,0.011422,0.976992,OBSOLETO,1
153226258,VIGENTE,0,0.015931,0.967586,0.016483,0.015931,VIGENTE,1
,EN_RIESGO,1,0.726217,0.165948,0.107835,0.726217,OBSOLETO,0
,EN_RIESGO,1,0.823689,0.085888,0.090423,0.823689,OBSOLETO,0
149704478,OBSOLETO,2,0.999984,1.2e-05,5e-06,0.999984,OBSOLETO,1
B0F18WJSX8,EN_RIESGO,1,0.2537,0.548262,0.198038,0.2537,VIGENTE,0
151841762,VIGENTE,0,0.001051,0.998286,0.000663,0.001051,VIGENTE,1
152004771,VIGENTE,0,0.010742,0.984505,0.004753,0.010742,VIGENTE,1
,EN_RIESGO,1,0.007325,0.001589,0.991086,0.007325,EN_RIESGO,1
154124000,VIGENTE,0,0.005199,0.991104,0.003697,0.005199,VIGENTE,1
155429796,VIGENTE,0,0.079876,0.653052,0.267072,0.079876,VIGENTE,1
151129212,VIGENTE,0,0.046609,0.927745,0.025646,0.046609,VIGENTE,1
B0H2VFFP6C,VIGENTE,0,0.061,0.922504,0.016496,0.061,VIGENTE,1
B0DWFPJSQB,EN_RIESGO,1,0.62031,0.178091,0.201599,0.62031,OBSOLETO,0
20001208644,VIGENTE,0,0.006966,0.987156,0.005879,0.006966,VIGENTE,1
151651129,OBSOLETO,2,0.9826,0.003401,0.013999,0.9826,OBSOLETO,1
v1|236880863101|0,VIGENTE,0,0.024031,0.960355,0.015614,0.024031,VIGENTE,1
v1|257463309641|0,VIGENTE,0,0.009232,0.983137,0.007631,0.009232,VIGENTE,1
,OBSOLETO,2,0.04607,0.005219,0.948711,0.04607,EN_RIESGO,0
,OBSOLETO,2,0.085886,0.066214,0.8479,0.085886,EN_RIESGO,0
154326689,EN_RIESGO,1,0.999437,0.000351,0.000213,0.999437,OBSOLETO,0
v1|287128380449|0,EN_RIESGO,1,0.028195,0.006875,0.96493,0.028195,EN_RIESGO,1
B0DYMKRV1M,EN_RIESGO,1,0.558982,0.144938,0.29608,0.558982,OBSOLETO,0
20001535348,OBSOLETO,2,0.614556,0.292588,0.092856,0.614556,OBSOLETO,1
152455117,VIGENTE,0,0.00201,0.996334,0.001656,0.00201,VIGENTE,1
150734611,OBSOLETO,2,0.999638,0.000237,0.000124,0.999638,OBSOLETO,1
,OBSOLETO,2,0.652814,0.225921,0.121266,0.652814,OBSOLETO,1
152004727,VIGENTE,0,0.000794,0.998733,0.000473,0.000794,VIGENTE,1
v1|318086865373|0,VIGENTE,0,0.014669,0.969873,0.015458,0.014669,VIGENTE,1
v1|800344118177|0,EN_RIESGO,1,0.005668,0.00044,0.993892,0.005668,EN_RIESGO,1
20001499544,VIGENTE,0,0.200972,0.610812,0.188217,0.200972,VIGENTE,1
