sku,texto,label,label_id,confianza,razon,title_repr,brand_repr,category_repr,n_obs,price_usd_mean,price_trend_pct,discount_mean,pct_used,main_source,sources
v1|366485864919|0,AMD Ryzen 5 7600X R5 7600X AM5 CPU Processor 4.7 GHz 6 core 12 threads 32MB 105W | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,AMD Ryzen 5 7600X R5 7600X AM5 CPU Processor 4.7 GHz 6 core 12 threads 32MB 105W,,,10,191.52,0.0,,1.0,ebay_usa,ebay_usa
v1|157880120782|0,"Dell XPS 13 13.4"" Laptop WUXGA Intel Core Ultra 7 256V 16GB 512GB SSD Copilot | condicion usado: 100% | observaciones: 10",OBSOLETO,2,0.5,obsoleto,"Dell XPS 13 13.4"" Laptop WUXGA Intel Core Ultra 7 256V 16GB 512GB SSD Copilot",,,10,879.0,0.0,,1.0,ebay_usa,ebay_usa
v1|158077556519|0,MSI MAG  X870E TOMAHAWK WiFi AM5 ATX AMD Motherboard | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,MSI MAG  X870E TOMAHAWK WiFi AM5 ATX AMD Motherboard,,,10,230.0,0.0,,1.0,ebay_usa,ebay_usa
B0CDF6GYM1,"Lian Li GA II Trinity SL-INF 360MM - AIO Liquid Cooler -Pre-Installed ARGB Daisy-chainable Radiator Fans or UNI Fan SL-INF Fans - for Intel® LGA 1700, 1200, 115X, AMD® AM5/AM4 Sockets (GA2T36INW.US) | categoria: COOLER | observaciones: 11",EN_RIESGO,1,0.667,en_riesgo,"Lian Li GA II Trinity SL-INF 360MM - AIO Liquid Cooler -Pre-Installed ARGB Daisy-chainable Radiator Fans or UNI Fan SL-INF Fans - for Intel® LGA 1700, 1200, 115X, AMD® AM5/AM4 Sockets (GA2T36INW.US)",,COOLER,11,205.96818181818188,,,0.0,amazon_usa,amazon_usa
v1|377360603027|0,(BROKEN) GIGABYTE Z790 UD AX ATX Motherboard DDR5 PCIe 5.0 Triple M.2 WiFi 6E | observaciones: 3,VIGENTE,0,1.0,vigente,(BROKEN) GIGABYTE Z790 UD AX ATX Motherboard DDR5 PCIe 5.0 Triple M.2 WiFi 6E,,,3,49.99,0.0,,0.0,ebay_usa,ebay_usa
152843263,"Tarjeta de video GeForce RTX 5060 Ti EAGLE MAX OC 8G, 8 GB GDDR7, PCIe 5.0 | marca: gigabyte | categoria: TARJETAS_VIDEO | observaciones: 6",VIGENTE,0,1.0,vigente,"Tarjeta de video GeForce RTX 5060 Ti EAGLE MAX OC 8G, 8 GB GDDR7, PCIe 5.0",GIGABYTE,tarjetas_video,6,1080.2675,,0.0,0.0,falabella_pe,falabella_pe
v1|406593489462|0,"ATX Mid-Tower PC Gaming Case Max GPU Size 310mm, Metal Plastic Panel | condicion usado: 100% | observaciones: 10",OBSOLETO,2,0.5,obsoleto,"ATX Mid-Tower PC Gaming Case Max GPU Size 310mm, Metal Plastic Panel",,,10,20.0,0.0,,1.0,ebay_usa,ebay_usa
B0DYPF19H9,"ASUS Prime GeForce RTX 5070 12GB GDDR7 Graphics Card The SFF-Ready (PCIe 5.0, 12GB GDDR7, HDMI/DP 2.1, 2.5-Slot, Axial-tech Fans, Dual BIOS) | 192 Bit, PCIe 5.0, 2.5 Slot Design, 3 Axial-Tech Fans, 1 | categoria: GPU | observaciones: 3",VIGENTE,0,1.0,vigente,"ASUS Prime GeForce RTX 5070 12GB GDDR7 Graphics Card The SFF-Ready (PCIe 5.0, 12GB GDDR7, HDMI/DP 2.1, 2.5-Slot, Axial-tech Fans, Dual BIOS) | 192 Bit, PCIe 5.0, 2.5 Slot Design, 3 Axial-Tech Fans, 1",,GPU,3,433.07666666666665,,,0.0,amazon_usa,amazon_usa
v1|146121277743|0,"LG UltraGear 27GR93U-B 27"" UHD Gaming Monitor VESA DisplayHDR 400 (New-Openbox) | condicion usado: 100% | observaciones: 10",OBSOLETO,2,0.5,obsoleto,"LG UltraGear 27GR93U-B 27"" UHD Gaming Monitor VESA DisplayHDR 400 (New-Openbox)",,,10,426.163,0.41,,1.0,ebay_usa,ebay_usa
154860653,"Laptop LOQ Essential 15ARP10E AMD Ryzen 7 7735HS 16GB RAM 512GB RTX 3050-6GB 15.6"" 83S00049LM | marca: lenovo | categoria: TARJETAS_VIDEO | observaciones: 13",EN_RIESGO,1,0.667,en_riesgo,"Laptop LOQ Essential 15ARP10E AMD Ryzen 7 7735HS 16GB RAM 512GB RTX 3050-6GB 15.6"" 83S00049LM",LENOVO,tarjetas_video,13,1824.4227272727271,0.14,0.0,0.0,falabella_pe,falabella_pe
v1|397426791236|0,ASUS ROG STRIX X870-F GAMING WIFI AM5 ATX DDR5 Motherboard Wi-Fi 7 Black - OB | condicion usado: 100% | observaciones: 3,VIGENTE,0,1.0,vigente_usado_protegido,ASUS ROG STRIX X870-F GAMING WIFI AM5 ATX DDR5 Motherboard Wi-Fi 7 Black - OB,,,3,349.8999999999999,0.0,,1.0,ebay_usa,ebay_usa
152452915,Prime Rtx 5060 - Tarjeta De Video 8Gb Gddr7 Pcie Gen 5.0 Para Gaming De Alto Rendimie | marca: asus | categoria: TARJETAS_VIDEO | observaciones: 11,VIGENTE,0,1.0,vigente,Prime Rtx 5060 - Tarjeta De Video 8Gb Gddr7 Pcie Gen 5.0 Para Gaming De Alto Rendimie,ASUS,tarjetas_video,11,1184.1822222222224,-0.35,0.0,0.0,falabella_pe,falabella_pe
v1|147401611553|0,Corsair Dominator Platinum RGB 32GB (2x16GB) DDR5 5200MT/s DIMM Desktop RAM Kit | condicion usado: 100% | observaciones: 8,OBSOLETO,2,0.5,obsoleto,Corsair Dominator Platinum RGB 32GB (2x16GB) DDR5 5200MT/s DIMM Desktop RAM Kit,,,8,315.0,0.0,,1.0,ebay_usa,ebay_usa
v1|407029169306|0,ASUS NVIDIA GeForce RTX 5070 TUF Gaming 16GB OC GDDR7 PCIe Gen 5 Graphics Card | precio bajando: 1.9% | observaciones: 10,VIGENTE,0,1.0,vigente,ASUS NVIDIA GeForce RTX 5070 TUF Gaming 16GB OC GDDR7 PCIe Gen 5 Graphics Card,,,10,1541.99,-1.92,,0.0,ebay_usa,ebay_usa
v1|365456862483|0,Yeston GeForce RTX 4070 12GB GDDR6X Graphics Card For Gaming | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,Yeston GeForce RTX 4070 12GB GDDR6X Graphics Card For Gaming,,,10,719.0,0.0,,1.0,ebay_usa,ebay_usa
v1|117203833459|0,"LG UltraGear 27GK65S 27"" IPS LED Gaming Monitor - LOCAL PICKUP ONLY | condicion usado: 100% | observaciones: 10",OBSOLETO,2,0.5,obsoleto,"LG UltraGear 27GK65S 27"" IPS LED Gaming Monitor - LOCAL PICKUP ONLY",,,10,110.95,0.0,,1.0,ebay_usa,ebay_usa
142521384,Procesador Core I5-12400f Lga1700 | descuento promedio: 17.5% | marca: intel | categoria: CPU | observaciones: 12,EN_RIESGO,1,1.0,en_riesgo,Procesador Core I5-12400f Lga1700,INTEL,CPU,12,242.75000000000003,0.0,17.5,0.0,falabella_pe,falabella_pe
v1|137282234872|0,"Dynabook Tecra A40M 14"" Intel Core Ultra 7 16GB 512GB SSD Win 11 Pro | precio bajando: 4.8% | condicion usado: 100% | observaciones: 10",OBSOLETO,2,0.5,obsoleto,"Dynabook Tecra A40M 14"" Intel Core Ultra 7 16GB 512GB SSD Win 11 Pro",,,10,1004.99,-4.76,,1.0,ebay_usa,ebay_usa
v1|326732889598|0,ASUS TUF GAMING X870E-PLUS WIFI7 Socket AM5 AMD X870E DDR5 ATX Motherboard | observaciones: 10,VIGENTE,0,1.0,vigente,ASUS TUF GAMING X870E-PLUS WIFI7 Socket AM5 AMD X870E DDR5 ATX Motherboard,,,10,350.98999999999995,0.0,,0.0,ebay_usa,ebay_usa
v1|127931373584|0,"ASUS ROG Strix 27"" Curved Gaming Monitor Full HD 1080p, 144Hz, RGB Lighting | condicion usado: 100% | observaciones: 10",OBSOLETO,2,0.5,obsoleto,"ASUS ROG Strix 27"" Curved Gaming Monitor Full HD 1080p, 144Hz, RGB Lighting",,,10,150.0,0.0,,1.0,ebay_usa,ebay_usa
153729311,Tarjeta de Video GeForce RTX 5070 AERO OC 12GB GDDR7 192 Bit PCIe 5.0 | marca: gigabyte | categoria: TARJETAS_VIDEO | observaciones: 13,VIGENTE,0,1.0,vigente,Tarjeta de Video GeForce RTX 5070 AERO OC 12GB GDDR7 192 Bit PCIe 5.0,GIGABYTE,tarjetas_video,13,1353.31,0.14,0.0,0.0,falabella_pe,falabella_pe
v1|178275663275|0,ASUS TUF Gaming B650-PLUS WIFI Motherboard AM5 AMD Ryzen DDR5 ATX PCIe 5.0 M.2 | condicion usado: 100% | observaciones: 10,VIGENTE,0,1.0,vigente_usado_protegido,ASUS TUF Gaming B650-PLUS WIFI Motherboard AM5 AMD Ryzen DDR5 ATX PCIe 5.0 M.2,,,10,109.98999999999998,0.0,,1.0,ebay_usa,ebay_usa
v1|358804118110|0,Micron 8GB DDR4-PC4-17000 (DDR4-2133) ECC RDIMM RAM MTA18ASF1G72PZ-2G1B1 | condicion usado: 100% | observaciones: 7,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,Micron 8GB DDR4-PC4-17000 (DDR4-2133) ECC RDIMM RAM MTA18ASF1G72PZ-2G1B1,,,7,25.0,0.0,,1.0,ebay_usa,ebay_usa
148822150,Computadora PC Gamer RYZEN 5 7600X RAM DDR5 32GB SSD 1TB RTX 5060 8GB | marca: amd | categoria: COMPUTADORAS | observaciones: 10,VIGENTE,0,1.0,vigente,Computadora PC Gamer RYZEN 5 7600X RAM DDR5 32GB SSD 1TB RTX 5060 8GB,AMD,computadoras,10,2061.0025,0.22,0.0,0.0,falabella_pe,falabella_pe
v1|137501981894|0,LG UltraGear 27GN800-B 27in 1440P 144Hz 1ms IPS G-Sync/Freesync Gaming Monitor | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,LG UltraGear 27GN800-B 27in 1440P 144Hz 1ms IPS G-Sync/Freesync Gaming Monitor,,,10,135.95,0.0,,1.0,ebay_usa,ebay_usa
152399249,"Tarjeta de video GeForce RTX 5060 GAMING OC 8G, 8 GB GDDR7, PCIe Gen 5.0 | marca: gigabyte | categoria: TARJETAS_VIDEO | observaciones: 3",VIGENTE,0,1.0,vigente,"Tarjeta de video GeForce RTX 5060 GAMING OC 8G, 8 GB GDDR7, PCIe Gen 5.0",GIGABYTE,tarjetas_video,3,712.24,0.0,0.0,0.0,falabella_pe,falabella_pe
B0GRH11N2P,"Phantom Gaming PC Desktop Computer, Intel Core Ultra 7 265K, GeForce RTX 5060 TI 16GB, 64GB DDR5, 4TB SSD, Tower Fan Black, Windows 11 Home, RGB Lighting, WiFi, Ready to Use | categoria: CPU | observaciones: 7",VIGENTE,0,1.0,vigente,"Phantom Gaming PC Desktop Computer, Intel Core Ultra 7 265K, GeForce RTX 5060 TI 16GB, 64GB DDR5, 4TB SSD, Tower Fan Black, Windows 11 Home, RGB Lighting, WiFi, Ready to Use",,CPU,7,3353.434285714286,,,0.0,amazon_usa,amazon_usa
v1|398189283146|0,MSI RTX 4070 Super VENTUS 3X OC 12GB GDDR6X Graphics Card | precio bajando: 5.8% | condicion usado: 100% | observaciones: 5,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,MSI RTX 4070 Super VENTUS 3X OC 12GB GDDR6X Graphics Card,,,5,585.99,-5.83,,1.0,ebay_usa,ebay_usa
v1|387894153948|0,Major Brand 32 GB DDR4-2400T PC4-19200R 2Rx4 1.2V RDIMM Server RAM | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,Major Brand 32 GB DDR4-2400T PC4-19200R 2Rx4 1.2V RDIMM Server RAM,,,10,98.99,0.0,,1.0,ebay_usa,ebay_usa
133869481,Computadora Gamer Pro Ryzen 5 5600 RAM 16GB SSD 500GB RTX 5060 8GB | precio subiendo: 2.3% | marca: intel | categoria: PROCESADORES | observaciones: 13,VIGENTE,0,1.0,vigente,Computadora Gamer Pro Ryzen 5 5600 RAM 16GB SSD 500GB RTX 5060 8GB,INTEL,procesadores,13,1356.2845454545457,2.32,0.0,0.0,falabella_pe,falabella_pe
v1|205800900666|0,ASUS - ROG STRIX X870E-H (Socket AM5) AMD X870 ATX DDR5 Wi-Fi 7 BE Motherboar... | observaciones: 10,VIGENTE,0,1.0,vigente,ASUS - ROG STRIX X870E-H (Socket AM5) AMD X870 ATX DDR5 Wi-Fi 7 BE Motherboar...,,,10,399.98999999999995,0.0,,0.0,ebay_usa,ebay_usa
v1|377112647757|0,"NVIDIA GeForce RTX 4080 Graphics Card, Multiple Monitor, 3x 8-Pin PCI-E | condicion usado: 100% | observaciones: 10",EN_RIESGO,1,0.667,en_riesgo_usado_protegido,"NVIDIA GeForce RTX 4080 Graphics Card, Multiple Monitor, 3x 8-Pin PCI-E",,,10,1200.0,0.0,,1.0,ebay_usa,ebay_usa
B0DF5WNFJ2,"MSI PRO Z790-P WiFi ProSeries Motherboard (Supports 12th/13th/14th Gen Intel Processors, LGA 1700, DDR5, PCIe 5.0, M.2, 2.5Gbps LAN, USB 3.2 Gen2, HDMI/DP, Wi-Fi 6E, Bluetooth 5.3, ATX) (Renewed) | precio bajando: 5.3% | categoria: MOTHERBOARD | observaciones: 13",VIGENTE,0,1.0,vigente,"MSI PRO Z790-P WiFi ProSeries Motherboard (Supports 12th/13th/14th Gen Intel Processors, LGA 1700, DDR5, PCIe 5.0, M.2, 2.5Gbps LAN, USB 3.2 Gen2, HDMI/DP, Wi-Fi 6E, Bluetooth 5.3, ATX) (Renewed)",,MOTHERBOARD,13,137.06,-5.27,,0.0,amazon_usa,amazon_usa
152452903,"Geforce Rtx 5070 - Tarjeta Gráfica Pcie 5.0 - Gddr6, Displayport Y Hdmi, Rendimiento | marca: asus | categoria: TARJETAS_VIDEO | observaciones: 11",VIGENTE,0,1.0,vigente,"Geforce Rtx 5070 - Tarjeta Gráfica Pcie 5.0 - Gddr6, Displayport Y Hdmi, Rendimiento",ASUS,tarjetas_video,11,1807.4866666666667,-0.02,0.0,0.0,falabella_pe,falabella_pe
v1|388232783779|0,ASUS Dual GeForce RTX 4070 SUPER EVO 12GB GDDR6X Graphics Card | precio subiendo: 31.0% | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,ASUS Dual GeForce RTX 4070 SUPER EVO 12GB GDDR6X Graphics Card,,,10,1055.029,30.99,,1.0,ebay_usa,ebay_usa
v1|158089541067|0,850W Apevia ATX-PR850W Prestige 80+ Gold ATX Gaming Power Supply | condicion usado: 100% | observaciones: 4,OBSOLETO,2,0.5,obsoleto,850W Apevia ATX-PR850W Prestige 80+ Gold ATX Gaming Power Supply,,,4,43.58,0.0,,1.0,ebay_usa,ebay_usa
v1|398133475902|0,Antec 900 Nine Hundred ATX PC Gaming Case Mid Tower USB 2.0 | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Antec 900 Nine Hundred ATX PC Gaming Case Mid Tower USB 2.0,,,10,179.99,0.0,,1.0,ebay_usa,ebay_usa
B0D3DV3H8L,"Thermalrlght Frozen Notte 240 White ARGB V2 Water Cooling CPU Cooler,240 White CPU Cooler Specifications, Double PWM Fans,S-FDB V2 Bearings,Suitable for Intel LGA 1700/1150/1151/1200/2011,AMD/AM4 AM5 | categoria: COOLER | observaciones: 10",EN_RIESGO,1,0.667,en_riesgo,"Thermalrlght Frozen Notte 240 White ARGB V2 Water Cooling CPU Cooler,240 White CPU Cooler Specifications, Double PWM Fans,S-FDB V2 Bearings,Suitable for Intel LGA 1700/1150/1151/1200/2011,AMD/AM4 AM5",,COOLER,10,52.908,,,0.0,amazon_usa,amazon_usa
v1|127974367605|0,SAMSUNG 8GB PC4-3200AA Desktop Ram / Memory - M378A1G44AB0 - CWE | condicion usado: 100% | observaciones: 4,OBSOLETO,2,0.5,obsoleto,SAMSUNG 8GB PC4-3200AA Desktop Ram / Memory - M378A1G44AB0 - CWE,,,4,29.99,0.0,,1.0,ebay_usa,ebay_usa
v1|147345097562|0,Samsung DDR3 8GB Desktop memory Tested | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.833,obsoleto,Samsung DDR3 8GB Desktop memory Tested,,,10,19.990000000000002,0.0,,1.0,ebay_usa,ebay_usa
v1|377287626583|0,ZOTAC GAMING GeForce RTX 4070 TWIN EDGE OC 12GB GDDR6X Graphic Card - USED | precio bajando: 15.9% | condicion usado: 100% | observaciones: 8,EN_RIESGO,1,0.833,en_riesgo_usado_protegido,ZOTAC GAMING GeForce RTX 4070 TWIN EDGE OC 12GB GDDR6X Graphic Card - USED,,,8,518.75,-15.89,,1.0,ebay_usa,ebay_usa
v1|127904176231|0,ASUS TUF Z790-PLUS WIFI ATX Motherboard [LGA 1700]  [DDR5] | precio bajando: 10.0% | condicion usado: 100% | observaciones: 8,EN_RIESGO,1,0.833,en_riesgo_usado_protegido,ASUS TUF Z790-PLUS WIFI ATX Motherboard [LGA 1700]  [DDR5],,,8,84.16,-10.0,,1.0,ebay_usa,ebay_usa
v1|156643812555|0,Corsair RM850 CP-9020056 850W Fully Modular Power Supply | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Corsair RM850 CP-9020056 850W Fully Modular Power Supply,,,10,60.0,0.0,,1.0,ebay_usa,ebay_usa
B0GK8N9DR7,"ZOTAC Gaming GeForce RTX 5080 Solid CORE OC DLSS 4 16GB GDDR7 256-bit 30 Gbps PCIE 5.0 Gaming Graphics Card, IceStorm 3.0 Advanced Cooling, Spectra RGB Lighting, ZT-B50800J2-10A | categoria: GPU | observaciones: 3",VIGENTE,0,1.0,vigente,"ZOTAC Gaming GeForce RTX 5080 Solid CORE OC DLSS 4 16GB GDDR7 256-bit 30 Gbps PCIE 5.0 Gaming Graphics Card, IceStorm 3.0 Advanced Cooling, Spectra RGB Lighting, ZT-B50800J2-10A",,GPU,3,736.7766666666666,,,0.0,amazon_usa,amazon_usa
v1|397833833534|0,Logitech M185 Bluetooth Mouse M-R0061 #3 | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Logitech M185 Bluetooth Mouse M-R0061 #3,,,10,10.45,0.0,,1.0,ebay_usa,ebay_usa
v1|398099319151|0,4GB DDR4 UDIMM 2400Mhz PC RAM DIMM Memory AD4U2400J4G17-B | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,4GB DDR4 UDIMM 2400Mhz PC RAM DIMM Memory AD4U2400J4G17-B,,,10,14.99,0.0,,1.0,ebay_usa,ebay_usa
v1|147341749910|0,HUO JI One-Handed Mechanical Gaming Keyboard RGB Macro Red Switch USB-C 2.4G | precio bajando: 10.0% | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,HUO JI One-Handed Mechanical Gaming Keyboard RGB Macro Red Switch USB-C 2.4G,,,10,19.479999999999997,-10.02,,1.0,ebay_usa,ebay_usa
146663307,Procesador Core i5-14600KF 3.50/5.30GHZ BX8071514600KF | descuento promedio: 20.0% | marca: intel | categoria: CPU | observaciones: 8,EN_RIESGO,1,0.667,en_riesgo,Procesador Core i5-14600KF 3.50/5.30GHZ BX8071514600KF,INTEL,CPU,8,353.37125000000003,0.0,20.0,0.0,falabella_pe,falabella_pe
v1|407026403230|0,"GIGABYTE Z790 Eagle AX, LGA1700, DDR5, PCIe5, WiFi6E, 2.5GbE, ATX Motherboard | precio bajando: 10.5% | condicion usado: 100% | observaciones: 10",EN_RIESGO,1,0.833,en_riesgo_usado_protegido,"GIGABYTE Z790 Eagle AX, LGA1700, DDR5, PCIe5, WiFi6E, 2.5GbE, ATX Motherboard",,,10,207.48600000000002,-10.46,,1.0,ebay_usa,ebay_usa
v1|406269803042|0,EVGA 850 GQ 80+ GOLD 850W Semi Modular Power Supply - 210-GQ-0850-V1 | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,EVGA 850 GQ 80+ GOLD 850W Semi Modular Power Supply - 210-GQ-0850-V1,,,10,60.0,0.0,,1.0,ebay_usa,ebay_usa
v1|377111751810|0,Acer Nitro V Gaming Laptop Ryzen 7 8845HS RTX 4060 | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,Acer Nitro V Gaming Laptop Ryzen 7 8845HS RTX 4060,,,10,900.0,0.0,,1.0,ebay_usa,ebay_usa
B0GN9VHGGL,"Pulse Gaming Desktop, Intel Core Ultra 7 265K, GeForce RTX 5060 TI 16GB, 16GB DDR5, 1TB SSD, Tower Fan Black Cooler, Windows 11 Home, RGB Lighting, Ready to Use | categoria: CPU | observaciones: 7",VIGENTE,0,1.0,vigente,"Pulse Gaming Desktop, Intel Core Ultra 7 265K, GeForce RTX 5060 TI 16GB, 16GB DDR5, 1TB SSD, Tower Fan Black Cooler, Windows 11 Home, RGB Lighting, Ready to Use",,CPU,7,2071.8657142857146,,,0.0,amazon_usa,amazon_usa
v1|405146381228|0,Dell 1440 144htz Monitor. Good Condition | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Dell 1440 144htz Monitor. Good Condition,,,10,110.0,0.0,,1.0,ebay_usa,ebay_usa
B0DGWHZKMC,"ASUS ROG STRIX Z890-A GAMING WIFI Z890 LGA 1851 ATX motherboard, Intel® Core™ Ultra Series 2 Ready, Advanced AI PC-ready, 16+2+1+2 stages, DDR5, WiFi 7, 2.5G, 5x M.2, Thunderbolt™ 4, USB Type-C, AI OC | categoria: MOTHERBOARD | observaciones: 3",VIGENTE,0,1.0,vigente,"ASUS ROG STRIX Z890-A GAMING WIFI Z890 LGA 1851 ATX motherboard, Intel® Core™ Ultra Series 2 Ready, Advanced AI PC-ready, 16+2+1+2 stages, DDR5, WiFi 7, 2.5G, 5x M.2, Thunderbolt™ 4, USB Type-C, AI OC",,MOTHERBOARD,3,143.6,,,0.0,amazon_usa,amazon_usa
v1|267730974247|0,SK Hynix 8GB DDR4 PC4 2400MHz Desktop RAM Memory | HMA81GU6MFR8N-UH | Tested! | precio bajando: 8.7% | condicion usado: 100% | observaciones: 6,EN_RIESGO,1,0.833,en_riesgo_usado_protegido,SK Hynix 8GB DDR4 PC4 2400MHz Desktop RAM Memory | HMA81GU6MFR8N-UH | Tested!,,,6,21.995,-8.66,,1.0,ebay_usa,ebay_usa
v1|298468104456|0,[READ] MSI MPG X870E Carbon WiFi AM5 ATX Motherboard DDR5 PCIe 5.0 WiFi 7 | condicion usado: 100% | observaciones: 10,VIGENTE,0,1.0,vigente_usado_protegido,[READ] MSI MPG X870E Carbon WiFi AM5 ATX Motherboard DDR5 PCIe 5.0 WiFi 7,,,10,189.0,0.0,,1.0,ebay_usa,ebay_usa
v1|116205098653|0,CORSAIR VENGEANCE DDR5 RAM 32GB (2x16GB) 5600MHz CL36 Black (CMK32GX5M2B5600C36) | condicion usado: 100% | observaciones: 3,OBSOLETO,2,0.5,obsoleto,CORSAIR VENGEANCE DDR5 RAM 32GB (2x16GB) 5600MHz CL36 Black (CMK32GX5M2B5600C36),,,3,319.99,0.0,,1.0,ebay_usa,ebay_usa
v1|126998667527|0,CORSAIR RMx Series RM850x ATX Power Supply - Fully Modular - ATX | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,CORSAIR RMx Series RM850x ATX Power Supply - Fully Modular - ATX,,,10,100.0,0.0,,1.0,ebay_usa,ebay_usa
152189963,"Computadora Enovu Ryzen 7 8700F 16GB 512GB SSD 27"" RTX 5050 8GB Windows 11 Pro | precio subiendo: 1.4% | marca: amd | categoria: PROCESADORES | observaciones: 13",VIGENTE,0,1.0,vigente,"Computadora Enovu Ryzen 7 8700F 16GB 512GB SSD 27"" RTX 5050 8GB Windows 11 Pro",AMD,procesadores,13,2538.927272727273,1.42,0.0,0.0,falabella_pe,falabella_pe
v1|366280576730|0,809083-091 819412-001 Kingston HP DDR4 32GB 2RX4 PC4-2400T Server  memory | condicion usado: 100% | observaciones: 8,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,809083-091 819412-001 Kingston HP DDR4 32GB 2RX4 PC4-2400T Server  memory,,,8,105.0,0.0,,1.0,ebay_usa,ebay_usa
v1|116921785656|0,"LG UltraGear 27G411A-B AUS 27-Inch Full HD IPS Gaming Monitor, 144Hz Overclock, | condicion usado: 100% | observaciones: 7",OBSOLETO,2,0.5,obsoleto,"LG UltraGear 27G411A-B AUS 27-Inch Full HD IPS Gaming Monitor, 144Hz Overclock,",,,7,83.0,0.0,,1.0,ebay_usa,ebay_usa
B083TZ68H1,"GIGABYTE B650 Eagle AX AM5 LGA 1718 ATX Motherboard, DDR5, Triple M.2 Slots (1x PCIe 5.0, 2X PCIe 4.0), USB 3.2 Gen2x2 Type-C, WiFi 6E, Realtek GbE LAN | categoria: MOTHERBOARD | observaciones: 3",VIGENTE,0,1.0,vigente,"GIGABYTE B650 Eagle AX AM5 LGA 1718 ATX Motherboard, DDR5, Triple M.2 Slots (1x PCIe 5.0, 2X PCIe 4.0), USB 3.2 Gen2x2 Type-C, WiFi 6E, Realtek GbE LAN",,MOTHERBOARD,3,71.45666666666666,,,0.0,amazon_usa,amazon_usa
152520039,"Laptop LOQ Essential 15ARP10E AMD Ryzen 7 7735HS 16GB RAM 512GB SSD RTX 3050-6GB 15.6"" FHD | marca: lenovo | categoria: TARJETAS_VIDEO | observaciones: 6",EN_RIESGO,1,0.667,en_riesgo,"Laptop LOQ Essential 15ARP10E AMD Ryzen 7 7735HS 16GB RAM 512GB SSD RTX 3050-6GB 15.6"" FHD",LENOVO,tarjetas_video,6,1471.3566666666666,-0.17,0.0,0.0,falabella_pe,falabella_pe
v1|137510170340|0,MSI Z790 TOMAHAWK MAX WIFI ATX Motherboard DDR5 LGA1700 PCIe 5.0 HDMI Ready | precio bajando: 4.0% | condicion usado: 100% | observaciones: 11,VIGENTE,0,1.0,vigente_usado_protegido,MSI Z790 TOMAHAWK MAX WIFI ATX Motherboard DDR5 LGA1700 PCIe 5.0 HDMI Ready,,,11,158.1718181818182,-4.0,,1.0,ebay_usa,ebay_usa
v1|117292051531|0,Corsair Vengeance DDR5 64GB (2x32GB) 6400 C32 BLK RGB Intel XMP | precio bajando: 4.0% | condicion usado: 100% | observaciones: 8,OBSOLETO,2,0.5,obsoleto,Corsair Vengeance DDR5 64GB (2x32GB) 6400 C32 BLK RGB Intel XMP,,,8,740.25,-3.95,,1.0,ebay_usa,ebay_usa
B0BQD58D96,"ASUS TUF Gaming Z790-Plus WiFi LGA 1700(Intel 14th,12th &13th Gen) ATX Gaming Motherboard(PCIe 5.0,DDR5,4xM.2 Slots,16+1 DrMOS,WiFi 6,2.5Gb LAN,Front USB 3.2 Gen 2 Type-C,Thunderbolt 4(USB4),Aura RGB) | categoria: MOTHERBOARD | observaciones: 3",VIGENTE,0,1.0,vigente,"ASUS TUF Gaming Z790-Plus WiFi LGA 1700(Intel 14th,12th &13th Gen) ATX Gaming Motherboard(PCIe 5.0,DDR5,4xM.2 Slots,16+1 DrMOS,WiFi 6,2.5Gb LAN,Front USB 3.2 Gen 2 Type-C,Thunderbolt 4(USB4),Aura RGB)",,MOTHERBOARD,3,117.15666666666668,,,0.0,amazon_usa,amazon_usa
v1|147172523267|0,MSI Nvidia GeForce RTX 5070 Ti 16G GAMING TRIO OC Graphic Card PCIE Gen 5 | observaciones: 10,VIGENTE,0,1.0,vigente,MSI Nvidia GeForce RTX 5070 Ti 16G GAMING TRIO OC Graphic Card PCIE Gen 5,,,10,949.99,0.0,,0.0,ebay_usa,ebay_usa
