texto,label,label_id,confianza,title,brand,category,source,price_usd,sku,vector_idx
Disco Sólido NV5000 1TB M.2 PCIe 4.0 NVMe | marca: teamgroup | categoria: DISCOS_SSD | fuente: falabella_pe,EN_RIESGO,1,0.667,Disco Sólido NV5000 1TB M.2 PCIe 4.0 NVMe,TEAMGROUP,discos_ssd,falabella_pe,,153151149,725
"Tarjeta de video GeForce RTX 5060 Ti EAGLE OC ICE 8G, 8 GB GDDR7, PCIe 5.0 | marca: gigabyte | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 880.1 USD",VIGENTE,0,1.0,"Tarjeta de video GeForce RTX 5060 Ti EAGLE OC ICE 8G, 8 GB GDDR7, PCIe 5.0",GIGABYTE,tarjetas_video,falabella_pe,880.07,154977671,726
Yeston GeForce RTX 4060  Ti 16G Sakura GDDR6 Graphics card PCIe 4.0 DLSS 3 | fuente: ebay_usa | precio: 590.0 USD,EN_RIESGO,1,0.667,Yeston GeForce RTX 4060  Ti 16G Sakura GDDR6 Graphics card PCIe 4.0 DLSS 3,,,ebay_usa,589.99,v1|389946091593|0,727
PROCESADOR CORE I7-9700 3.00 GHZ 12 MB LGA1151 P-NBX80684I79700 | marca: intel | categoria: CPU | fuente: falabella_pe | precio: 346.1 USD,OBSOLETO,2,0.667,PROCESADOR CORE I7-9700 3.00 GHZ 12 MB LGA1151 P-NBX80684I79700,INTEL,CPU,falabella_pe,346.06,152177318,728
Tarjeta de video GeForce RTX 5070 EAGLE OC SFF 12G PCIe 5.0 | marca: gigabyte | categoria: TARJETAS_VIDEO | fuente: falabella_pe,VIGENTE,0,1.0,Tarjeta de video GeForce RTX 5070 EAGLE OC SFF 12G PCIe 5.0,GIGABYTE,tarjetas_video,falabella_pe,,144651951,729
PC de Escritorio ThinkCentre M710e SFF Core i5 8GB RAM 500GB Windows 10 - Reacondicionado | marca: lenovo | categoria: COMPUTADORAS | fuente: falabella_pe,OBSOLETO,2,0.333,PC de Escritorio ThinkCentre M710e SFF Core i5 8GB RAM 500GB Windows 10 - Reacondicionado,LENOVO,computadoras,falabella_pe,,154377940,730
PNY NVIDIA GeForce RTX 4070 Graphics Card GPU 12GB GDDR6X PCIe 4.0 | fuente: ebay_usa | precio: 645.0 USD,EN_RIESGO,1,0.667,PNY NVIDIA GeForce RTX 4070 Graphics Card GPU 12GB GDDR6X PCIe 4.0,,,ebay_usa,645.0,,731
"Y40 Ultimate Gaming Desktop, Intel Core Ultra 7 265K 3.9GHz (5.5GHz Turbo Boost), RTX 5080 16GB, 2TB NVMe SSD, 32GB DDR5 RAM, 850W Gold PSU, Win 11 | categoria: CPU | fuente: amazon_usa | precio: 4060.0 USD",VIGENTE,0,1.0,"Y40 Ultimate Gaming Desktop, Intel Core Ultra 7 265K 3.9GHz (5.5GHz Turbo Boost), RTX 5080 16GB, 2TB NVMe SSD, 32GB DDR5 RAM, 850W Gold PSU, Win 11",,CPU,amazon_usa,4059.99,B0F2VYLS32,732
Tarjeta grafica AISURIX GTX 1050 Ti 4GB GDDR5 128bit PCIe | marca: generico | categoria: TARJETAS_VIDEO | fuente: falabella_pe,OBSOLETO,2,0.333,Tarjeta grafica AISURIX GTX 1050 Ti 4GB GDDR5 128bit PCIe,GENERICO,tarjetas_video,falabella_pe,,155533602,733
MSI GeForce RTX 4070 SUPER GAMING X SLIM 12GB GDDR6X Graphics Card PCIe 4.0 | fuente: ebay_usa | precio: 1018.0 USD,EN_RIESGO,1,0.667,MSI GeForce RTX 4070 SUPER GAMING X SLIM 12GB GDDR6X Graphics Card PCIe 4.0,,,ebay_usa,1017.98,v1|206363946527|0,734
MEMORIA PARA IMPRESORA MODELOS M635 O M634 O M636 P-N E5K49A- DDR3 SODIMM 2 GB 144 PINES 1600 MHZ EQUIVALENTE A E5K49A | marca: hp | categoria: MEMORIAS_RAM | fuente: falabella_pe,OBSOLETO,2,0.333,MEMORIA PARA IMPRESORA MODELOS M635 O M634 O M636 P-N E5K49A- DDR3 SODIMM 2 GB 144 PINES 1600 MHZ EQUIVALENTE A E5K49A,HP,memorias_ram,falabella_pe,,155037933,735
Computadora PC Gamer RYZEN 7 7700X RAM 32GB DDR5 SSD 1TB GRAFICA RTX 5070 12GB | marca: amd | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 3081.3 USD,VIGENTE,0,1.0,Computadora PC Gamer RYZEN 7 7700X RAM 32GB DDR5 SSD 1TB GRAFICA RTX 5070 12GB,AMD,tarjetas_video,falabella_pe,3081.26,143360707,736
Tarjeta De Video Geforce Rtx 5070 12G Shadow 12 Gb Gddr7 Pcie 5.0 | marca: msi | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 1731.3 USD,VIGENTE,0,1.0,Tarjeta De Video Geforce Rtx 5070 12G Shadow 12 Gb Gddr7 Pcie 5.0,Msi,tarjetas_video,falabella_pe,1731.27,155551687,737
ERYING B760M ARGB DDR4 Motherboard Support INTEL B760 LGA1700 CPU i5 14600KF 12400F 12600F 12490F 13600F HDMI M.2 NVME Mainboard | categoria: CPU | fuente: aliexpress | precio: 151.0 USD,EN_RIESGO,1,1.0,ERYING B760M ARGB DDR4 Motherboard Support INTEL B760 LGA1700 CPU i5 14600KF 12400F 12600F 12490F 13600F HDMI M.2 NVME Mainboard,,CPU,aliexpress,151.01,3256810068166068,738
*Genuine Cisco 15-12291-01 Hynix 8GB DDR3 HMT31GR7BFR4A-H9 PC3L-10600R 2Rx4 DIMM | fuente: ebay_usa | precio: 28.9 USD,OBSOLETO,2,0.333,*Genuine Cisco 15-12291-01 Hynix 8GB DDR3 HMT31GR7BFR4A-H9 PC3L-10600R 2Rx4 DIMM,,,ebay_usa,28.88,,739
"X870 Gaming X WIFI7 AMD AM5 LGA 1718 Motherboard, ATX, DDR5, 4X M.2, PCIe 5.0, U | fuente: ebay_usa | precio: 331.3 USD",VIGENTE,0,1.0,"X870 Gaming X WIFI7 AMD AM5 LGA 1718 Motherboard, ATX, DDR5, 4X M.2, PCIe 5.0, U",,,ebay_usa,331.31,v1|358734044608|0,740
AsRock Z790-CX LGA 1700 Intel Core i7-10700KF 8 Core 3.80GHz ATX | fuente: ebay_usa | precio: 280.0 USD,EN_RIESGO,1,0.667,AsRock Z790-CX LGA 1700 Intel Core i7-10700KF 8 Core 3.80GHz ATX,,,ebay_usa,279.99,,741
Computadora PC Gamer RYZEN 5 7600X RAM DDR5 32GB SSD 1TB RTX 5060 8GB | marca: amd | categoria: COMPUTADORAS | fuente: falabella_pe | precio: 2060.3 USD,VIGENTE,0,1.0,Computadora PC Gamer RYZEN 5 7600X RAM DDR5 32GB SSD 1TB RTX 5060 8GB,AMD,computadoras,falabella_pe,2060.34,148822150,742
Disco SSD Green SN3000 1TB M2 2280 PCIe 4.0 NVMe | marca: western digital | categoria: DISCOS_SSD | fuente: falabella_pe,EN_RIESGO,1,0.667,Disco SSD Green SN3000 1TB M2 2280 PCIe 4.0 NVMe,WESTERN DIGITAL,discos_ssd,falabella_pe,,147888152,743
Thinkcentre M80q Ci510ma 16GB RAM 512GB SSD 500GB HDD EXT Reacondicionada 1 Año de garantía | marca: lenovo | categoria: COMPUTADORAS | fuente: falabella_pe,OBSOLETO,2,0.333,Thinkcentre M80q Ci510ma 16GB RAM 512GB SSD 500GB HDD EXT Reacondicionada 1 Año de garantía,LENOVO,computadoras,falabella_pe,,152167842,744
"Tarjeta de video GeForce RTX 5070 12G VENTUS 3X OC, 12 GB GDDR7, PCIe 5.0 | marca: msi | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 1142.7 USD",VIGENTE,0,1.0,"Tarjeta de video GeForce RTX 5070 12G VENTUS 3X OC, 12 GB GDDR7, PCIe 5.0",Msi,tarjetas_video,falabella_pe,1142.71,152116909,745
"NEWIntel Core i5-13600K Processor (5.1 GHz, 14-Cores, LGA 1700) - ‎BX8071513600K | fuente: ebay_usa | precio: 375.0 USD",EN_RIESGO,1,0.667,"NEWIntel Core i5-13600K Processor (5.1 GHz, 14-Cores, LGA 1700) - ‎BX8071513600K",,,ebay_usa,375.0,v1|366438261744|0,746
PRODESK 600 G4 SFF CORE I3-8100 8 500GB | marca: hp | categoria: COMPUTADORAS | fuente: falabella_pe,OBSOLETO,2,0.333,PRODESK 600 G4 SFF CORE I3-8100 8 500GB,HP,computadoras,falabella_pe,,146516603,747
"ASUS ProArt LC 360 all-in-one AIO CPU liquid cooler AMD AM4 AM5 & Intel LGA 1700, 1200, 115X support, illuminated system status meter and matte black Alphacool Apex Stealth Metal fans, 6 Year Warranty | categoria: COOLER | fuente: amazon_usa | precio: 240.0 USD",EN_RIESGO,1,0.667,"ASUS ProArt LC 360 all-in-one AIO CPU liquid cooler AMD AM4 AM5 & Intel LGA 1700, 1200, 115X support, illuminated system status meter and matte black Alphacool Apex Stealth Metal fans, 6 Year Warranty",,COOLER,amazon_usa,239.99,B0DJS2CLLL,748
"Tarjeta de video GeForce RTX 5070 EAGLE OC ICE SFF 12, 12 GB GDDR7, PCIe Gen 5.0 | marca: gigabyte | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 1249.5 USD",VIGENTE,0,1.0,"Tarjeta de video GeForce RTX 5070 EAGLE OC ICE SFF 12, 12 GB GDDR7, PCIe Gen 5.0",GIGABYTE,tarjetas_video,falabella_pe,1249.52,154327535,749
Audífonos Momentum True 4 Blanco Reacondicionados | marca: sennheiser | categoria: AURICULARES | fuente: falabella_pe,OBSOLETO,2,0.333,Audífonos Momentum True 4 Blanco Reacondicionados,Sennheiser,auriculares,falabella_pe,,145499509,750
"Phantom Gaming PC Desktop Computer, Intel Core Ultra 7 265K, Radeon RX 9060 XT, 32GB DDR5, 2TB SSD, Tower Fan Black, Windows 11 Home, RGB Lighting, Ready to Use | categoria: CPU | fuente: amazon_usa | precio: 3219.0 USD",VIGENTE,0,1.0,"Phantom Gaming PC Desktop Computer, Intel Core Ultra 7 265K, Radeon RX 9060 XT, 32GB DDR5, 2TB SSD, Tower Fan Black, Windows 11 Home, RGB Lighting, Ready to Use",,CPU,amazon_usa,3219.0,B0H6PW7ST4,751
SAMSUNG 990 PRO 2TB PCIe 4.0 NVMe SSD High Speed Internal SSD Unused | fuente: ebay_usa | precio: 869.4 USD,EN_RIESGO,1,0.667,SAMSUNG 990 PRO 2TB PCIe 4.0 NVMe SSD High Speed Internal SSD Unused,,,ebay_usa,869.44,,752
"ASUS ROG Strix G16 Gaming Laptop, 165Hz , RTX 4060, i7-13650HX, 16GB, 1TB SSD | fuente: ebay_usa | precio: 899.0 USD",EN_RIESGO,1,0.667,"ASUS ROG Strix G16 Gaming Laptop, 165Hz , RTX 4060, i7-13650HX, 16GB, 1TB SSD",,,ebay_usa,899.0,,753
"GIGABYTE X870E AORUS ELITE WIFI7 AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0, USB4 | fuente: ebay_usa | precio: 286.0 USD",VIGENTE,0,1.0,"GIGABYTE X870E AORUS ELITE WIFI7 AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0, USB4",,,ebay_usa,285.99,v1|296722931650|0,754
16GB SNP20D6FC/16G PC3L DDR3 SERVER MEMORY DIMM | fuente: ebay_usa | precio: 25.0 USD,OBSOLETO,2,0.333,16GB SNP20D6FC/16G PC3L DDR3 SERVER MEMORY DIMM,,,ebay_usa,25.0,,755
GIGABYTE B650 EAGLE AX ATX Motherboard AMD AM5 DDR5 PCIe 5.0 Wi-Fi 6E | fuente: ebay_usa | precio: 100.0 USD,VIGENTE,0,1.0,GIGABYTE B650 EAGLE AX ATX Motherboard AMD AM5 DDR5 PCIe 5.0 Wi-Fi 6E,,,ebay_usa,100.0,v1|406691091536|0,756
Gigabyte GeForce RTX 5080 Graphics Card 16GB GDDR7 PCIe 5.0 | fuente: ebay_usa | precio: 1199.0 USD,VIGENTE,0,1.0,Gigabyte GeForce RTX 5080 Graphics Card 16GB GDDR7 PCIe 5.0,,,ebay_usa,1199.0,v1|318576532661|0,757
Corsair Vengeance 8GB (2x4GB) DDR3 1600MHz PC3-12800 RAM ver 4.23 Kit | fuente: ebay_usa | precio: 25.0 USD,OBSOLETO,2,0.667,Corsair Vengeance 8GB (2x4GB) DDR3 1600MHz PC3-12800 RAM ver 4.23 Kit,,,ebay_usa,24.99,,758
Tarjeta de Video GeForce RTX 5060 TI 8G VENTUS 2X OC PLUS 8GB 128-bit GDDR7 PCIe Gen 5 | marca: msi | categoria: TARJETAS_VIDEO | fuente: falabella_pe,VIGENTE,0,1.0,Tarjeta de Video GeForce RTX 5060 TI 8G VENTUS 2X OC PLUS 8GB 128-bit GDDR7 PCIe Gen 5,Msi,tarjetas_video,falabella_pe,,151760767,759
Razer Blade Black Gaming Laptop 240Hz 2K i7-11800H 2.30GHz 32GB RTX 3080 1TB! | fuente: ebay_usa | precio: 1075.0 USD,EN_RIESGO,1,0.667,Razer Blade Black Gaming Laptop 240Hz 2K i7-11800H 2.30GHz 32GB RTX 3080 1TB!,,,ebay_usa,1075.0,,760
Control Original Wii Classic Pro Blanco - Reacondicionado | marca: generico | categoria: VIDEOJUEGOS | fuente: falabella_pe,OBSOLETO,2,0.333,Control Original Wii Classic Pro Blanco - Reacondicionado,GENERICO,videojuegos,falabella_pe,,142151751,761
Computadora PC Gamer RYZEN 7 7700X RAM 32GB DDR5 SSD 1TB GRAFICA RTX 5070 12GB | marca: amd | categoria: PROCESADORES | fuente: falabella_pe,VIGENTE,0,1.0,Computadora PC Gamer RYZEN 7 7700X RAM 32GB DDR5 SSD 1TB GRAFICA RTX 5070 12GB,AMD,procesadores,falabella_pe,,142771744,762
CMZ8GX3M2A1600C9 Corsair Vengeance 4GB PC3-12800 DDR3-1600MHz Desktop Memory | fuente: ebay_usa | precio: 12.9 USD,OBSOLETO,2,0.667,CMZ8GX3M2A1600C9 Corsair Vengeance 4GB PC3-12800 DDR3-1600MHz Desktop Memory,,,ebay_usa,12.88,v1|227415120461|0,763
Lightly Used Ryzen 5 7600X3D (W/ original packaging) | fuente: ebay_usa | precio: 255.0 USD,OBSOLETO,2,0.333,Lightly Used Ryzen 5 7600X3D (W/ original packaging),,,ebay_usa,255.0,,764
ASUS ROG STRIX X870-A GAMING WIFI AM5 X870 ATX DDR5 PCIe 5.0 Motherboard | fuente: ebay_usa | precio: 268.9 USD,VIGENTE,0,1.0,ASUS ROG STRIX X870-A GAMING WIFI AM5 X870 ATX DDR5 PCIe 5.0 Motherboard,,,ebay_usa,268.95,v1|177825393127|0,765
Intel Core i7-7700 Desktop Processor 4 Cores up to 4.2 GHz LGA 1151 100/200 Series 65W (Renewed) | categoria: CPU | fuente: amazon_usa | precio: 17.2 USD,OBSOLETO,2,0.667,Intel Core i7-7700 Desktop Processor 4 Cores up to 4.2 GHz LGA 1151 100/200 Series 65W (Renewed),,CPU,amazon_usa,17.2,B07MMD4DDJ,766
EOS 760D DSLR Cámara con 18-55mm IS STM lente- Reacondicionado | marca: canon | categoria: MEMORIAS_RAM | fuente: falabella_pe,OBSOLETO,2,0.333,EOS 760D DSLR Cámara con 18-55mm IS STM lente- Reacondicionado,CANON,memorias_ram,falabella_pe,,149260185,767
Xeon E3-1230 V2 E3 1230 V2 3.3GHz SR0P4 8M Quad Core LGA 1155 CPU E3 1230 V2 Processor | categoria: CPU | fuente: aliexpress | precio: 18.9 USD,OBSOLETO,2,0.333,Xeon E3-1230 V2 E3 1230 V2 3.3GHz SR0P4 8M Quad Core LGA 1155 CPU E3 1230 V2 Processor,,CPU,aliexpress,18.93,3256805378525744,768
CMZ8GX3M2A1600C9 Corsair Vengeance 8GB Kit (2x4GB) PC3-12800 DDR3-1600MHz DIMM | fuente: ebay_usa | precio: 14.9 USD,OBSOLETO,2,0.667,CMZ8GX3M2A1600C9 Corsair Vengeance 8GB Kit (2x4GB) PC3-12800 DDR3-1600MHz DIMM,,,ebay_usa,14.88,v1|227415119277|0,769
"LAPTOP GAMER ACER INTEL CORE I7-13700HX 16GB 1TB NVIDIA GEFORCE RTX 4060 16"" PREDATOR HELIOS 16 13ª GEN 165HZ DDR5 4 | marca: acer | categoria: LAPTOPS | fuente: ripley_pe | precio: 2445.1 USD",EN_RIESGO,1,0.667,"LAPTOP GAMER ACER INTEL CORE I7-13700HX 16GB 1TB NVIDIA GEFORCE RTX 4060 16"" PREDATOR HELIOS 16 13ª GEN 165HZ DDR5 4",ACER,laptops,ripley_pe,2445.13,00003548027,770
Tarjeta de video GeForce RTX 5070 12G GAMING TRIO OC 12 GB GDDR7 PCIe 5.0 | marca: msi | categoria: TARJETAS_VIDEO | fuente: falabella_pe,VIGENTE,0,1.0,Tarjeta de video GeForce RTX 5070 12G GAMING TRIO OC 12 GB GDDR7 PCIe 5.0,Msi,tarjetas_video,falabella_pe,,154799360,771
Intel Xeon E5-2697V3 Used E5 2697 v3 2.6 GHz Fourteen Cores Twenty-eight Threads 35M 145W CPU LGA 2011-3 | categoria: CPU | fuente: aliexpress | precio: 26.2 USD,OBSOLETO,2,0.667,Intel Xeon E5-2697V3 Used E5 2697 v3 2.6 GHz Fourteen Cores Twenty-eight Threads 35M 145W CPU LGA 2011-3,,CPU,aliexpress,26.19,3256809857855646,772
UNIDAD EN ESTADO SOLIDO KC3000 1TB M.2 2280 PCIE 4.0 NVME SSD SKC3000S-1024G | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe,EN_RIESGO,1,0.667,UNIDAD EN ESTADO SOLIDO KC3000 1TB M.2 2280 PCIE 4.0 NVME SSD SKC3000S-1024G,KINGSTON,discos_ssd,falabella_pe,,153738968,773
Tarjeta Gráfica Geforce Rtx 5060 Ti Oc 8Gb Gddr7 28Gbps 4608 Cuda Pcie 5.0 | marca: pny | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 1073.5 USD,VIGENTE,0,1.0,Tarjeta Gráfica Geforce Rtx 5060 Ti Oc 8Gb Gddr7 28Gbps 4608 Cuda Pcie 5.0,PNY,tarjetas_video,falabella_pe,1073.45,152083512,774
"MSI - 16.0"" 240 Hz - Intel Core Ultra 7 255HX - GeForce RTX 5060 GPU - 32GB DDR5 | fuente: ebay_usa | precio: 1945.8 USD",VIGENTE,0,1.0,"MSI - 16.0"" 240 Hz - Intel Core Ultra 7 255HX - GeForce RTX 5060 GPU - 32GB DDR5",,,ebay_usa,1945.82,v1|336575655759|0,775
Intel core i7-14700k LGA1700 16c/28t support gigabyte Z790 AORUS PRO X | fuente: ebay_usa | precio: 575.7 USD,EN_RIESGO,1,0.667,Intel core i7-14700k LGA1700 16c/28t support gigabyte Z790 AORUS PRO X,,,ebay_usa,575.67,v1|227305920913|0,776
ASUS TUF Gaming GeForce RTX 4070Ti SUPER 16GB GDDR6X OC Graphic Card - USED | fuente: ebay_usa | precio: 835.0 USD,OBSOLETO,2,0.333,ASUS TUF Gaming GeForce RTX 4070Ti SUPER 16GB GDDR6X OC Graphic Card - USED,,,ebay_usa,834.99,,777
ASUS TUF Gaming NVIDIA GeForce RTX 5080 OC 16GB GDDR7 PCIe 5.0 Graphics Card | fuente: ebay_usa | precio: 1950.0 USD,VIGENTE,0,1.0,ASUS TUF Gaming NVIDIA GeForce RTX 5080 OC 16GB GDDR7 PCIe 5.0 Graphics Card,,,ebay_usa,1950.0,v1|376008840630|0,778
Tarjeta de Video GeForce RTX 5060 TI GAMING OC 8G 8GB GDDR7 PCIe 5.0 | marca: gigabyte | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 882.7 USD,VIGENTE,0,1.0,Tarjeta de Video GeForce RTX 5060 TI GAMING OC 8G 8GB GDDR7 PCIe 5.0,GIGABYTE,tarjetas_video,falabella_pe,882.71,153728388,779
Geforce Rtx 5060 Ti 8Gb Ventus 2X Oc Plus - Tarjeta Gráfica Pcie Gen 5.0 De Alto Rendi | marca: msi | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 1052.8 USD,VIGENTE,0,1.0,Geforce Rtx 5060 Ti 8Gb Ventus 2X Oc Plus - Tarjeta Gráfica Pcie Gen 5.0 De Alto Rendi,Msi,tarjetas_video,falabella_pe,1052.8,152455121,780
Tarjeta Expansión x2 M.2 Nvme Pcie 3.0 X4 Cm302 Hasta 4tb 70504 | marca: ugreen | categoria: DISCOS_SSD | fuente: falabella_pe | precio: 43.7 USD,EN_RIESGO,1,0.667,Tarjeta Expansión x2 M.2 Nvme Pcie 3.0 X4 Cm302 Hasta 4tb 70504,UGREEN,discos_ssd,falabella_pe,43.72,126885310,781
MEMORIA RAM DDR3 PC3 1600MHZ 8GB PARA LAPTOP | marca: kingston | categoria: MEMORIAS_RAM | fuente: falabella_pe | precio: 32.4 USD,OBSOLETO,2,0.667,MEMORIA RAM DDR3 PC3 1600MHZ 8GB PARA LAPTOP,KINGSTON,memorias_ram,falabella_pe,32.36,144589080,782
(BROKEN) ASUS TUF Gaming B650E-PLUS WiFi ATX Motherboard DDR5 PCIe 5.0 AM5 | fuente: ebay_usa | precio: 50.0 USD,VIGENTE,0,1.0,(BROKEN) ASUS TUF Gaming B650E-PLUS WiFi ATX Motherboard DDR5 PCIe 5.0 AM5,,,ebay_usa,49.99,v1|157702677214|0,783
DISCO DURO SOLIDO 1TB M.2 2230 NVMe PCIe 4.0 1TB SNV3SM3/1T0 | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe | precio: 494.5 USD,EN_RIESGO,1,0.667,DISCO DURO SOLIDO 1TB M.2 2230 NVMe PCIe 4.0 1TB SNV3SM3/1T0,KINGSTON,discos_ssd,falabella_pe,494.48,148258384,784
"Tarjeta de video GeForce RTX 5060 8G GAMING OC, 8 GB GDDR7, PCIe 5.0 | marca: msi | categoria: TARJETAS_VIDEO | fuente: falabella_pe",VIGENTE,0,1.0,"Tarjeta de video GeForce RTX 5060 8G GAMING OC, 8 GB GDDR7, PCIe 5.0",Msi,tarjetas_video,falabella_pe,,152004771,785
EOS 6D Mark II Cámara Body - Reacondicionado Casi nuevo | marca: canon | categoria: MEMORIAS_RAM | fuente: falabella_pe,OBSOLETO,2,0.333,EOS 6D Mark II Cámara Body - Reacondicionado Casi nuevo,CANON,memorias_ram,falabella_pe,,149192948,786
Intel Xeon E5 2682 V4 CPU 2.5GHz 16-Core 2682V4 LGA 2011-3 Processor | categoria: CPU | fuente: aliexpress | precio: 12.4 USD,OBSOLETO,2,0.333,Intel Xeon E5 2682 V4 CPU 2.5GHz 16-Core 2682V4 LGA 2011-3 Processor,,CPU,aliexpress,12.4,3256808382074395,787
Kingston HyperX Genesis PC3 DDR3 16GB (4×4GB) RAM KHX1600C9D3K2/8GX | fuente: ebay_usa | precio: 31.0 USD,OBSOLETO,2,0.667,Kingston HyperX Genesis PC3 DDR3 16GB (4×4GB) RAM KHX1600C9D3K2/8GX,,,ebay_usa,30.99,v1|137456478446|0,788
"Kingston NV3 2TB M.2 2280 NVMe SSD | PCIe 4.0 Gen 4x4 | Up to 6000 MB/s | SNV3S/2000G | Seq. Read and Write Up to 6000/5000mb per S, 640 Tbw, 5-Year Warranty | categoria: SSD | fuente: amazon_usa | precio: 275.0 USD",EN_RIESGO,1,0.667,"Kingston NV3 2TB M.2 2280 NVMe SSD | PCIe 4.0 Gen 4x4 | Up to 6000 MB/s | SNV3S/2000G | Seq. Read and Write Up to 6000/5000mb per S, 640 Tbw, 5-Year Warranty",,SSD,amazon_usa,274.99,B0DBR6TRZQ,789
CMZ8GX3M2A1600C9 Corsair Vengeance 8GB Kit (2x4GB) PC3-12800 DDR3-1600MHz DIMM | fuente: ebay_usa | precio: 14.9 USD,OBSOLETO,2,0.667,CMZ8GX3M2A1600C9 Corsair Vengeance 8GB Kit (2x4GB) PC3-12800 DDR3-1600MHz DIMM,,,ebay_usa,14.88,v1|227415119277|0,790
"Tarjeta de video TUF-RTX5090-O32G-GAMING, PCIe Gen 5.0 | marca: asus | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 5711.0 USD",VIGENTE,0,1.0,"Tarjeta de video TUF-RTX5090-O32G-GAMING, PCIe Gen 5.0",ASUS,tarjetas_video,falabella_pe,5710.96,154329482,791
MSI Ventus GeForce RTX 5070 Ti 16GB 3X OC 16GB PCIe 5.0 GDDR7 Graphics Card New | fuente: ebay_usa | precio: 1245.0 USD,VIGENTE,0,1.0,MSI Ventus GeForce RTX 5070 Ti 16GB 3X OC 16GB PCIe 5.0 GDDR7 Graphics Card New,,,ebay_usa,1244.99,v1|236935695707|0,792
GIGABYTE X870 Gaming WIFI6 AM5 ATX DDR5 PCIe 5.0 USB4 WiFi 6 Motherboard | fuente: ebay_usa | precio: 117.0 USD,VIGENTE,0,1.0,GIGABYTE X870 Gaming WIFI6 AM5 ATX DDR5 PCIe 5.0 USB4 WiFi 6 Motherboard,,,ebay_usa,116.99,v1|188520561521|0,793
SSD FURY Renegade 1TB Disipador PCIe 4.0 NVMe M.2 PS5 Ready | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe,EN_RIESGO,1,0.667,SSD FURY Renegade 1TB Disipador PCIe 4.0 NVMe M.2 PS5 Ready,KINGSTON,discos_ssd,falabella_pe,,117807796,794
"BIWIN Black Opal NV7400 1TB SSD Gen4x4, Read Speed up to 7450MB/s, NVMe M.2 2280 PCIe 4.0 Internal PC Solid State Drive for Laptop/Desktop/PS5 | categoria: SSD | fuente: amazon_usa | precio: 170.0 USD",EN_RIESGO,1,0.667,"BIWIN Black Opal NV7400 1TB SSD Gen4x4, Read Speed up to 7450MB/s, NVMe M.2 2280 PCIe 4.0 Internal PC Solid State Drive for Laptop/Desktop/PS5",,SSD,amazon_usa,169.99,B0DM1R7KHZ,795
(REACONDICIONADO) APPLE IPAD 2021 10.2' 64GB WI-FI | PLATEADO | marca: apple | categoria: TABLETS | fuente: ripley_pe | precio: 235.7 USD,OBSOLETO,2,0.333,(REACONDICIONADO) APPLE IPAD 2021 10.2' 64GB WI-FI | PLATEADO,APPLE,tablets,ripley_pe,235.69,20001240954,796
"ASUS ROG Strix LC III 360 ARGB LCD All-in-one CPU Liquid Cooler - Intel LGA 1700, 1200, 115X - AMD Socket AM4, AM5 – with 2.1"" IPS LCD, Asetek Gen7 v2 Pump, and Premium ROG ARGB Fans, 6 Year Warranty | categoria: COOLER | fuente: amazon_usa | precio: 218.5 USD",EN_RIESGO,1,0.667,"ASUS ROG Strix LC III 360 ARGB LCD All-in-one CPU Liquid Cooler - Intel LGA 1700, 1200, 115X - AMD Socket AM4, AM5 – with 2.1"" IPS LCD, Asetek Gen7 v2 Pump, and Premium ROG ARGB Fans, 6 Year Warranty",,COOLER,amazon_usa,218.49,B0DC1WB2RM,797
ProDesk Mini 400 G5 i5 9na 16GB RAM 256GB SSD Reacondicionada 1 Año de garantía HDMI DP | marca: hp | categoria: COMPUTADORAS | fuente: falabella_pe | precio: 515.5 USD,OBSOLETO,2,0.333,ProDesk Mini 400 G5 i5 9na 16GB RAM 256GB SSD Reacondicionada 1 Año de garantía HDMI DP,HP,computadoras,falabella_pe,515.48,125571039,798
Memoria RAM 8GB DDR3 SODIMM 1600MHz CL11 CMSO8GX3M1C1600C11 | marca: corsair | categoria: RAM | fuente: falabella,OBSOLETO,2,0.333,Memoria RAM 8GB DDR3 SODIMM 1600MHz CL11 CMSO8GX3M1C1600C11,CORSAIR,RAM,falabella,,,799
ASUS PRIME X870-P WIFI AMD AM5 X870 ATX DDR5 PCIe 5.0 Motherboard | fuente: ebay_usa | precio: 283.4 USD,VIGENTE,0,1.0,ASUS PRIME X870-P WIFI AMD AM5 X870 ATX DDR5 PCIe 5.0 Motherboard,,,ebay_usa,283.38,v1|387804840014|0,800
