texto,label,confianza,decision_src,keywords_match,label_lexico,label_numerico,producto,marca,categoria,fuente,precio_usd,descuento,fecha,sku,url,source_file,label_id
"Cooler procesador Antryx Mirage Infinity black, ARGB | marca: Antryx | categoria: COOLER | fuente: coolbox_pe | precio: 42.4 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Cooler procesador Antryx Mirage Infinity black, ARGB",Antryx,COOLER,coolbox_pe,42.4,0.0,2026-07-17 03:13:00,10051027,https://www.coolbox.pe/cooler-procesador-antryx-mirage-infinity-black-argb-acc-600ika/p,precios_20260717_0313.csv,0
Cooler para procesador Antryx Mirage 410 ARGB | marca: Antryx | categoria: COOLER | fuente: coolbox_pe | precio: 31.73 USD,VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,Cooler para procesador Antryx Mirage 410 ARGB,Antryx,COOLER,coolbox_pe,31.73,0.0,2026-07-17 03:13:00,10047333,https://www.coolbox.pe/cooler-para-procesador-antryx-mirage-410-argb-828/p,precios_20260717_0313.csv,0
"Sistema de enfriamiento líquido Triton Infinity 360, negro | marca: Antryx | categoria: COOLER | fuente: coolbox_pe | precio: 146.4 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Sistema de enfriamiento líquido Triton Infinity 360, negro",Antryx,COOLER,coolbox_pe,146.4,0.0,2026-07-17 03:13:00,10041877,https://www.coolbox.pe/sistema-enfriamiento-liquido-triton-infinity-360-negro-awc-t1360k/p,precios_20260717_0313.csv,0
"Reacondicionado: Cooler para procesador Antryx Mirage 410 ARGB, Intel/Amd | marca: Antryx | categoria: COOLER | fuente: coolbox_pe | precio: 17.2 USD | descuento: 5000%",EN_RIESGO,0.72,numeric,,DESCONOCIDO,EN_RIESGO,"Reacondicionado: Cooler para procesador Antryx Mirage 410 ARGB, Intel/Amd",Antryx,COOLER,coolbox_pe,17.2,50.0,2026-07-17 03:13:00,10067158,https://www.coolbox.pe/reacondicionado-cooler-procesador-antryx-mirage-410-rfba-000828-gi/p,precios_20260717_0313.csv,1
"Cooler procesador Antryx Mirage 530, ARGB, fan 130mm | marca: Antryx | categoria: COOLER | fuente: coolbox_pe | precio: 66.4 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Cooler procesador Antryx Mirage 530, ARGB, fan 130mm",Antryx,COOLER,coolbox_pe,66.4,0.0,2026-07-17 03:13:00,10051025,https://www.coolbox.pe/cooler-procesador-antryx-mirage-530-argb-fan-130mm-acc-530ka/p,precios_20260717_0313.csv,0
"Sistema de refrigeración líquida MSI MPG Coreliquid K360, 360mm, 3-FAN, pantalla LCD 2.4"" | marca: Msi | categoria: COOLER | fuente: coolbox_pe | precio: 426.4 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Sistema de refrigeración líquida MSI MPG Coreliquid K360, 360mm, 3-FAN, pantalla LCD 2.4""",Msi,COOLER,coolbox_pe,426.4,0.0,2026-07-17 03:13:00,6682,https://www.coolbox.pe/refrigeracion-liquida-msi-mpg-coreliquid-k360-coreliquidk360/p,precios_20260717_0313.csv,0
"Cooler procesador Antryx Mirage 550 Plus, ARGB, fan 130mm x2 | marca: Antryx | categoria: COOLER | fuente: coolbox_pe | precio: 69.07 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Cooler procesador Antryx Mirage 550 Plus, ARGB, fan 130mm x2",Antryx,COOLER,coolbox_pe,69.07,0.0,2026-07-17 03:13:00,10051026,https://www.coolbox.pe/cooler-procesador-antryx-mirage-550-plus-argb-fan-130mm-x2-acc-550plka/p,precios_20260717_0313.csv,0
"Sistema de refrigeración líquida MSI MPG Coreliquid K240, ARGB, 240 mm, 2 FAN, pantalla LCD 2.4"" | marca: Msi | categoria: COOLER | fuente: coolbox_pe | precio: 266.4 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Sistema de refrigeración líquida MSI MPG Coreliquid K240, ARGB, 240 mm, 2 FAN, pantalla LCD 2.4""",Msi,COOLER,coolbox_pe,266.4,0.0,2026-07-17 03:13:00,6681,https://www.coolbox.pe/refrigeracion-liquida-msi-mpg-coreliquid-k240-coreliquidk240/p,precios_20260717_0313.csv,0
"Cooler procesador Antryx Mirage Infinity white, ARGB | marca: Antryx | categoria: COOLER | fuente: coolbox_pe | precio: 71.73 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Cooler procesador Antryx Mirage Infinity white, ARGB",Antryx,COOLER,coolbox_pe,71.73,0.0,2026-07-17 03:13:00,10051028,https://www.coolbox.pe/cooler-procesador-antryx-mirage-infinity-white-argb-acc-600iwa/p,precios_20260717_0313.csv,0
"Cooler procesador Antryx Mirage 310N, fan 92mm | marca: Antryx | categoria: COOLER | fuente: coolbox_pe | precio: 61.07 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Cooler procesador Antryx Mirage 310N, fan 92mm",Antryx,COOLER,coolbox_pe,61.07,0.0,2026-07-17 03:13:00,10051023,https://www.coolbox.pe/cooler-procesador-antryx-mirage-310n-fan-92mm-acc-310n/p,precios_20260717_0313.csv,0
"Gabinete Antryx RX-250, USB3.0, FRGB FAN X4, panel lateral de vidrio templado | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 53.07 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx RX-250, USB3.0, FRGB FAN X4, panel lateral de vidrio templado",Antryx,CASE,coolbox_pe,53.07,0.0,2026-07-17 03:13:00,10051005,https://www.coolbox.pe/gabinete-antryx-rx-250-usb3-0-frgb-fan-x4-vidrio-templado-ac-rx250kfr/p,precios_20260717_0313.csv,0
"Gabinete Antryx RX-260 BLACK, USB3.0, FRGB FAN X4, panel lateral de vidrio templado | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 58.4 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx RX-260 BLACK, USB3.0, FRGB FAN X4, panel lateral de vidrio templado",Antryx,CASE,coolbox_pe,58.4,0.0,2026-07-17 03:13:00,10051006,https://www.coolbox.pe/gabinete-antryx-rx-260-black-usb3-0-frgb-fan-x4-vidrio-templado-ac-rx260kfr/p,precios_20260717_0313.csv,0
"Gabinete Antryx RX-270, USB3.0, FRGB FAN X4, panel lateral de vidrio templado | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 53.07 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx RX-270, USB3.0, FRGB FAN X4, panel lateral de vidrio templado",Antryx,CASE,coolbox_pe,53.07,0.0,2026-07-17 03:13:00,10051008,https://www.coolbox.pe/gabinete-antryx-rx-270-usb3-0-frgb-fan-x4-vidrio-templado-ac-rx270kfr/p,precios_20260717_0313.csv,0
"Gabinete Cooler Master HAF 700 EVO ARGB, Mini-ITX / Micro-ATX /ATX/SSI CEB/SSI EEB/E-ATX, Panel lateral vidrio templado, sin fuente, negro | marca: Cooler Master | categoria: CASE | fuente: coolbox_pe | precio: 533.07 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Cooler Master HAF 700 EVO ARGB, Mini-ITX / Micro-ATX /ATX/SSI CEB/SSI EEB/E-ATX, Panel lateral vidrio templado, sin fuente, negro",Cooler Master,CASE,coolbox_pe,533.07,0.0,2026-07-17 03:13:00,10041872,https://www.coolbox.pe/gabinete-cooler-master-haf-700-evo-argb-h700e-ignn-s00/p,precios_20260717_0313.csv,0
"Gabinete Antryx XM-330 Xtreme, ITX/Micro ATX, Panel lateral vidrio templado, con fuente 500W | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 79.73 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx XM-330 Xtreme, ITX/Micro ATX, Panel lateral vidrio templado, con fuente 500W",Antryx,CASE,coolbox_pe,79.73,0.0,2026-07-17 03:13:00,10041874,https://www.coolbox.pe/gabinete-antryx--xm-330-c-f-b500w-000997/p,precios_20260717_0313.csv,0
"Gabinete Antryx FX730 ARGB, ATX/M-ATX/ITX, 4 ventiladores, Panel lateral vidrio templado, sin fuente, blanco | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 106.4 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx FX730 ARGB, ATX/M-ATX/ITX, 4 ventiladores, Panel lateral vidrio templado, sin fuente, blanco",Antryx,CASE,coolbox_pe,106.4,0.0,2026-07-17 03:13:00,10041869,https://www.coolbox.pe/gabinete-antryx-fx730-white-argb-ac-fx730w/p,precios_20260717_0313.csv,0
"Gabinete Antryx Elegant 650 Black, incluye USB 3.0, panel frontal con malla metálica, con fuente 350w | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 53.07 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx Elegant 650 Black, incluye USB 3.0, panel frontal con malla metálica, con fuente 350w",Antryx,CASE,coolbox_pe,53.07,0.0,2026-07-17 03:13:00,10047313,https://www.coolbox.pe/gabinete-antryx-elegant-650-black-846/p,precios_20260717_0313.csv,0
"Gabinete Cooler Master Masterbox MB520 Mesh, Mini-ITX / Micro-ATX /ATX/SSI CEB, Panel lateral vidrio templado, sin fuente, blanco | marca: Cooler Master | categoria: CASE | fuente: coolbox_pe | precio: 117.07 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Cooler Master Masterbox MB520 Mesh, Mini-ITX / Micro-ATX /ATX/SSI CEB, Panel lateral vidrio templado, sin fuente, blanco",Cooler Master,CASE,coolbox_pe,117.07,0.0,2026-07-17 03:13:00,10041873,https://www.coolbox.pe/gabinete-cooler-master-mb-mb520-mesh-white-mb520-wgnn-s00/p,precios_20260717_0313.csv,0
"Gabinete Antryx Xtreme Neo II Black, incluye 2 ventiladores Chrome Storm, panel lateral de vidrio templado, con fuente B500w | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 79.73 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx Xtreme Neo II Black, incluye 2 ventiladores Chrome Storm, panel lateral de vidrio templado, con fuente B500w",Antryx,CASE,coolbox_pe,79.73,0.0,2026-07-17 03:13:00,10047308,https://www.coolbox.pe/gabinete-antryx-xtreme-neo-ii-black-1045/p,precios_20260717_0313.csv,0
"Gabinete Antryx RX-450, ATX/Full ATX/Micro ATX, ventilador ARGB/cinta LED, Panel lateral vidrio templado, sin fuente, negro | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 79.73 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx RX-450, ATX/Full ATX/Micro ATX, ventilador ARGB/cinta LED, Panel lateral vidrio templado, sin fuente, negro",Antryx,CASE,coolbox_pe,79.73,0.0,2026-07-17 03:13:00,10041867,https://www.coolbox.pe/gabinete-antryx-rx450-argb-000604/p,precios_20260717_0313.csv,0
"Gabinete Antryx RX-260 WHITE, USB3.0, FRGB FAN X4, panel lateral de vidrio templado | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 63.73 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx RX-260 WHITE, USB3.0, FRGB FAN X4, panel lateral de vidrio templado",Antryx,CASE,coolbox_pe,63.73,0.0,2026-07-17 03:13:00,10051007,https://www.coolbox.pe/gabinete-antryx-rx-260-white-usb3-0-frgb-fan-x4-vidrio-templado-ac-rx260wfr/p,precios_20260717_0313.csv,0
"Gabinete Antryx Xtreme Micro XM-310 Black, USB 3.0, con fuente B500w | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 66.4 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx Xtreme Micro XM-310 Black, USB 3.0, con fuente B500w",Antryx,CASE,coolbox_pe,66.4,0.0,2026-07-17 03:13:00,10047318,https://www.coolbox.pe/gabinete-antryx-xtreme-micro-xm-310-black-996/p,precios_20260717_0313.csv,0
"Gabinete Antryx Xtreme E250 Plus Black, USB 3.0, con fuente B450w | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 119.73 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx Xtreme E250 Plus Black, USB 3.0, con fuente B450w",Antryx,CASE,coolbox_pe,119.73,0.0,2026-07-17 03:13:00,10047317,https://www.coolbox.pe/gabinete-antryx-xtreme-e250-plus-black-995/p,precios_20260717_0313.csv,0
"Gabinete Antryx FX Cruiser Black, incluye 3 ventiladores ARGB, panel lateral de vidrio templado, malla frontal, sin fuente | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 106.4 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx FX Cruiser Black, incluye 3 ventiladores ARGB, panel lateral de vidrio templado, malla frontal, sin fuente",Antryx,CASE,coolbox_pe,106.4,0.0,2026-07-17 03:13:00,10047311,https://www.coolbox.pe/gabinete-antryx-fx-cruiser-black-771/p,precios_20260717_0313.csv,0
"Gabinete Antryx RX-430U Black, incluye 1 ventiladores ARGB + barra de luz ARGB, panel lateral de vidrio templado, con fuente B600w | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 93.07 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx RX-430U Black, incluye 1 ventiladores ARGB + barra de luz ARGB, panel lateral de vidrio templado, con fuente B600w",Antryx,CASE,coolbox_pe,93.07,0.0,2026-07-17 03:13:00,10047306,https://www.coolbox.pe/gabinete-antryx-rx-430u-black-1003-1/p,precios_20260717_0313.csv,0
"Gabinete Antryx Xtreme Slim Micro ATX/Mini-ITX, con fuente 300W | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 53.07 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx Xtreme Slim Micro ATX/Mini-ITX, con fuente 300W",Antryx,CASE,coolbox_pe,53.07,0.0,2026-07-17 03:13:00,10042971,https://www.coolbox.pe/gabinete-antryx-xtreme-slim-xs-100u-silver/p,precios_20260717_0313.csv,0
"Gabinete Antryx Xtreme NC-253 Black, incluye una barra lateral ARGB, panel lateral de vidrio templado, con fuente B500w | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 79.73 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx Xtreme NC-253 Black, incluye una barra lateral ARGB, panel lateral de vidrio templado, con fuente B500w",Antryx,CASE,coolbox_pe,79.73,0.0,2026-07-17 03:13:00,10047309,https://www.coolbox.pe/gabinete-antryx-xtreme-nc-253-black-1046/p,precios_20260717_0313.csv,0
"Gabinete Antryx RX-430U Black USB 3.0, incluye 1 ventiladores ARGB, barra de luz ARGB, panel lateral de vidrio templado, sin fuente | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 69.07 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx RX-430U Black USB 3.0, incluye 1 ventiladores ARGB, barra de luz ARGB, panel lateral de vidrio templado, sin fuente",Antryx,CASE,coolbox_pe,69.07,0.0,2026-07-17 03:13:00,10047315,https://www.coolbox.pe/gabinete-antryx-rx-430u-black-911/p,precios_20260717_0313.csv,0
"Gabinete Antryx RX-460 white, incluye 2 ventiladores ARGB, panel lateral de vidrio templado, sin fuente | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 79.73 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx RX-460 white, incluye 2 ventiladores ARGB, panel lateral de vidrio templado, sin fuente",Antryx,CASE,coolbox_pe,79.73,0.0,2026-07-17 03:13:00,10047310,https://www.coolbox.pe/gabinete-antryx-rx-460-white-729/p,precios_20260717_0313.csv,0
"Gabinete Antryx Xtreme Slim XS-120 MATX USB 3.0, panel con proceso de estampado, con fuente 350W | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 66.4 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx Xtreme Slim XS-120 MATX USB 3.0, panel con proceso de estampado, con fuente 350W",Antryx,CASE,coolbox_pe,66.4,0.0,2026-07-17 03:13:00,10051009,https://www.coolbox.pe/gabinete-antryx-xtreme-slim-xs-120-matx-usb-3-0-fuente-350w-ac-xs120k-350cp/p,precios_20260717_0313.csv,0
"Gabinete Antryx RX-460 Mesh Black USB 3.0, incluye 2 ventiladores ARGB, panel lateral de vidrio templado, sin fuente | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 71.73 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx RX-460 Mesh Black USB 3.0, incluye 2 ventiladores ARGB, panel lateral de vidrio templado, sin fuente",Antryx,CASE,coolbox_pe,71.73,0.0,2026-07-17 03:13:00,10047314,https://www.coolbox.pe/gabinete-antryx-rx-460-mesh-black-892/p,precios_20260717_0313.csv,0
"Gabinete Antryx Xtreme NC-257 Black, 1 ventilador ARGB, barra lateral ARGB, panel lateral de vidrio templado, con fuente B500w | marca: Antryx | categoria: CASE | fuente: coolbox_pe | precio: 87.73 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Gabinete Antryx Xtreme NC-257 Black, 1 ventilador ARGB, barra lateral ARGB, panel lateral de vidrio templado, con fuente B500w",Antryx,CASE,coolbox_pe,87.73,0.0,2026-07-17 03:13:00,10047312,https://www.coolbox.pe/gabinete-antryx-xtreme-nc-257-black-773/p,precios_20260717_0313.csv,0
